Name,AshOnly,AshFDwPM,BDns,DWpM,PDW,WWP,BLen,BMax,BThk,SDia,SLen,Category,Group
SL18-OI-18-FG2xSL18-LD-2-MG3,-0.019904358,-0.006278797,-0.043512176,-0.044007076,0.017252198,-0.244378379,-0.347128248,0.145351156,-0.071931059,-0.10006972,-0.273523942,SP_2019,SPs
SL18-OI-18-FG3xSL18-LL-9-MG1,-0.010358429,-0.003760761,-0.065554822,-0.064719146,0.01199595,-0.30011976,-0.153854313,0.459910242,-0.124378233,0.014714596,-0.214929422,SP_2019,SPs
SL18-OI-18-FG3xSL18-OI-7-MG1,-0.010965127,0.002116531,0.01438746,0.027517354,0.00424871,0.06366043,0.012484663,0.169909581,0.008099189,0.021140291,-0.066534487,SP_2019,SPs
SL18-OI-18-FG5xSA18-CB-4-MG3,0.034390693,-0.005473004,-0.034888931,0.037482792,-0.000259703,0.072134669,0.351444241,-0.112684194,-0.034090981,-0.197296134,-0.35507988,SP_2019,SPs
SL18-OI-18-FG5xSL18-LD-2-MG1,0.016278667,-0.00495161,-0.027701397,-0.009396538,0.022355703,-0.277070912,-0.238334666,0.129308272,-0.077519895,-0.109234299,-0.167891198,SP_2019,SPs
SL18-OI-18-FG5xSL18-SF-15-MG2,0.011664253,-0.001661938,0.01589347,0.114350407,0.007301617,0.248925574,-0.077356882,0.011174743,-0.0437991,0.202770033,0.636184824,SP_2019,SPs
SL18-OI-18-FG6xSA18-CB-1-MG2,-0.023314846,-0.003615971,0.022684782,0.058179849,0.001485983,0.203427686,0.528827058,-0.240249081,0.027598596,-0.206447146,-0.406390471,SP_2019,SPs
SL18-OI-18-FG6xSL18-NL-6-MG1,-0.064053661,-0.013001161,0.007051959,-0.006797962,0.001543392,-0.028408979,0.314681857,0.416903531,-0.111870846,-0.139287297,-0.814909205,SP_2019,SPs
SL18-OI-2-FG2xSL18-LD-1-MG2,-0.003828365,0.007187637,-0.072619126,-0.103710576,0.01188074,-0.362497437,0.239320715,0.606253942,-0.077551422,0.232929505,0.253013431,SP_2019,SPs
SL18-LD-1-FG1xSL18-NL-2-MG2,-0.011139287,-0.01882012,-0.002800792,-0.110164828,0.003961332,-0.338183767,-0.686277079,-0.408358926,-0.142534929,-0.234123172,-0.138683066,SP_2019,SPs
SL18-OI-2-FG3xSL18-NL-9-MG1,0.006195587,-0.011410101,-0.045997719,-0.119508834,0.000956888,-0.409554885,-0.3929525,-0.081231011,-0.077487505,-0.280059323,-0.451101374,SP_2019,SPs
SL18-OI-2-FG3xSL18-SF-17-MG1,-0.010056319,0.014653311,-0.034323101,-0.009071417,0.007139524,-0.08405458,-0.248829283,-0.036500941,-0.09970704,-0.113255729,0.151654047,SP_2019,SPs
SL18-OI-6-FG1xSA18-CB-2-MG1,-0.029504463,0.047194362,-0.018026369,-0.026734114,0.000133232,-0.020654969,0.44451691,0.111083818,0.014657777,-0.086909833,-0.175947186,SP_2019,SPs
SL18-OI-6-FG1xSA18-CB-4-MG1,-0.016921771,0.034400705,-0.047390095,-0.039817014,-0.007587118,0.025655055,0.207717575,-0.091831594,-0.070511384,-0.147700163,-0.062581706,SP_2019,SPs
SL18-OI-6-FG1xSL18-LD-13-MG2,-0.041723806,0.016665582,-0.005039723,-0.050074255,0.008531274,-0.076163944,-0.091730947,0.071853151,-0.053672228,-0.346671236,-0.472838055,SP_2019,SPs
SL18-OI-6-FG1xSL18-LD-2-MG1,-0.023594026,0.038454825,-0.043336453,-0.071543874,0.013622859,-0.217776944,-0.083594425,0.243492659,-0.056210125,0.001387348,0.356255989,SP_2019,SPs
SL18-OI-6-FG1xSL18-LD-5-MG1,-0.030726673,0.03981177,-0.03649019,-0.072234001,-0.002451466,0.003377976,-0.159470713,0.254345973,-0.075807932,-0.03566157,0.333824464,SP_2019,SPs
SL18-LD-1-FG1xSL18-OI-18-MG1,-0.018794283,-0.010954741,-0.029873287,-0.099566498,0.016551847,-0.384148966,-0.48799485,0.005569018,-0.097426255,-0.079979437,-0.374105033,SP_2019,SPs
SL18-OI-6-FG1xSL18-NL-9-MG1,-0.023903909,0.02273552,-0.06814272,-0.107233198,-0.000726122,-0.259737698,0.181390618,0.247396562,-0.021253871,-0.023352664,0.121514431,SP_2019,SPs
SL18-OI-6-FG1xSL18-SF-15-MG1,-0.029337853,0.041413544,0.005937512,0.050392419,-0.001053407,0.268881914,0.038273023,0.185099627,-0.046186269,0.182495859,0.760697471,SP_2019,SPs
SL18-OI-6-FG1xSL18-SF-19-MG1,-0.040076923,0.015188471,-0.016979516,-0.042719895,0.01081503,-0.138159844,-0.086145332,0.026502558,-0.046815293,-0.31558743,-0.176912588,SP_2019,SPs
SL18-OI-7-FG3xSA18-CB-2-MG3,-0.009792535,0.028570406,0.030545581,0.002041,0.000644746,0.026626579,0.239380933,-0.190391547,0.034266044,-0.100577386,-0.348287662,SP_2019,SPs
SL18-OI-9-FG1xSL18-LL-9-MG2,-0.024960309,0.002821367,0.022234564,-0.042127651,0.001632632,-0.059712483,-0.273979213,0.100967445,-0.030874498,0.213660794,0.368129275,SP_2019,SPs
SL18-SF-13-FG1xSL18-LL-9-MG3,0.011830541,-0.003350676,-0.038478894,-0.01036911,0.016216365,-0.158366994,-0.141372813,0.417622781,-0.05605722,-0.051519571,-0.212625561,SP_2019,SPs
SL18-LD-1-FG2xSA18-CB-4-MG3,0.030103353,0.004245545,-0.00418818,0.026126099,-0.010400257,0.170469774,0.293127599,-0.07434831,-0.018724731,0.03487883,0.385954691,SP_2019,SPs
SL18-SF-17-FG1xSL18-LL-9-MG1,-0.005158548,0.014516411,-0.049626236,-0.064677074,0.007382709,-0.223596312,-0.08317674,0.308850903,-0.056188162,0.325440129,0.652172062,SP_2019,SPs
SL18-SF-17-FG3xSA18-CB-10-MG1,-0.001793459,0.057820196,-0.005531651,0.082333696,-0.00219411,0.295933122,0.287513242,-0.361374726,0.012761741,0.305399048,1.250266813,SP_2019,SPs
SL18-SF-17-FG3xSA18-CB-3-MG3,0.015627405,0.040816166,-0.003319364,0.072491384,-0.012356588,0.330967059,0.553533689,-0.307774298,-0.01240075,0.144269663,0.684737875,SP_2019,SPs
SL18-SF-17-FG3xSL18-LD-2-MG1,-0.000744916,0.013643629,-0.009531354,-0.027553451,0.011926096,-0.101487296,-0.337884794,0.004367077,-0.039119728,0.273154037,0.746294632,SP_2019,SPs
SL18-SF-17-FG3xSL18-NL-10-MG2,-0.001131069,-0.001451503,0.005789324,-0.043786473,-0.00267941,-0.114425371,-0.191753642,-0.161604366,-0.032850635,-0.026060922,0.014522211,SP_2019,SPs
SL18-SF-17-FG3xSL18-NL-2-MG3,-0.008034081,-0.007313446,-0.007443934,-0.009451154,-0.001973735,0.063421429,-0.061716499,-0.109107828,0.01848969,0.164642318,0.718985819,SP_2019,SPs
SL18-SF-17-FG3xSL18-NL-9-MG1,-0.001054785,-0.002075676,-0.034337621,-0.063242744,-0.002422887,-0.143447897,-0.072899369,0.008271314,-0.004163282,0.248414686,0.511555004,SP_2019,SPs
SL18-SF-17-FG3xSL18-OI-7-MG1,-0.008470519,0.020505637,0.049345446,0.038562261,-0.002426739,0.219420088,-0.057922584,-0.051194281,0.042465686,0.345356821,0.924417359,SP_2019,SPs
SL18-SF-17-FG3xSL18-OI-9-MG3,-0.000425693,0.014232777,0.023532427,0.03929067,0.002820618,0.234889075,-0.110717051,-0.096958235,0.00167573,0.231835862,0.509263254,SP_2019,SPs
SA18-CB-10-FG2xSL18-LL-9-MG1,0.006824454,0.037310818,-0.041127715,-0.007324812,0.005345592,-0.091462306,-0.451216252,-0.492045183,-0.117895236,-0.366291875,-0.20573565,SP_2019,SPs
SL18-LD-1-FG2xSL18-SF-13-MG3,0.000331424,-0.00539863,0.01220198,-0.008222685,0.009282454,-0.098165097,-0.232805688,0.186545826,-0.053561706,-0.025204165,0.124868597,SP_2019,SPs
SL18-LD-1-FG2xSL18-SF-15-MG1,0.006247487,0.007725658,0.052273326,0.101183033,-0.002461119,0.307922923,-0.174783273,0.109253081,-0.052129707,0.304048573,0.977582617,SP_2019,SPs
SL18-LD-1-FG3xSL18-NL-5-MG1,0.002078181,-0.002079832,-0.022076722,-0.128448013,0.011309819,-0.47273593,-0.109933856,-0.002834779,0.059971672,-0.064060949,-0.134257104,SP_2019,SPs
SL18-LD-1-FG3xSL18-OI-11-MG2,0.002964288,-0.001586243,0.004323283,-0.080461908,0.010109731,-0.344225504,-0.046789329,0.163901578,0.029264514,0.039980115,0.406861822,SP_2019,SPs
SL18-LD-1-FG3xSL18-OI-15-MG1,0.026187919,0.011655993,0.023077086,0.026822517,0.009901736,0.055466679,-0.138197593,-0.012511356,-0.024954748,0.080464664,0.672723139,SP_2019,SPs
SL18-LD-1-FG3xSL18-OI-16-MG1,-0.024298164,-0.029012457,-0.000127379,-0.079126606,0.013868856,-0.231409983,-0.368581115,-0.141051291,-0.038206118,-0.102053527,0.357223792,SP_2019,SPs
SL18-LD-1-FG3xSL18-OI-6-MG2,-0.010621691,0.04077076,-0.034597901,-0.019770525,0.017419327,-0.046233951,-0.16902615,0.086339485,-0.092611908,0.035998708,0.548944227,SP_2019,SPs
SL18-LD-1-FG3xSL18-OI-7-MG1,0.001166264,0.01195938,0.032853911,-0.03319281,0.008260129,-0.117353413,-0.211236427,-0.043831807,-0.009251281,0.045109239,0.526785871,SP_2019,SPs
SL18-LD-1-FG3xSL18-OI-9-MG3,0.009211078,0.00568652,0.007040892,-0.032464401,0.013507486,-0.101884375,-0.264031822,-0.089597708,-0.050040895,-0.06841218,0.111631355,SP_2019,SPs
SA18-CB-4-FG3xSA18-CB-4-MG3,0.041878184,0.014551028,-0.041297764,0.02003822,-0.017087515,0.211026438,0.520303424,-0.540816253,0.013122339,-0.166156653,-0.27553559,SP_2019,SPs
SL18-LD-1-FG3xSL18-NL-9-MG2,0.006130704,-0.007901991,-0.036078656,-0.090238295,0.006751612,-0.291571438,-0.294103085,0.086323092,-0.008002393,0.034847107,0.176719692,SP_2019,SPs
SL18-LD-1-FG3xSL18-OI-15-MG2,0.004680975,0.030915166,0.017907349,0.027908078,0.012075602,0.080874281,-0.04936643,0.08313637,-0.023753565,0.263101079,0.726895896,SP_2019,SPs
SL18-LD-2-FG2xSA18-CB-3-MG3,0.027419697,0.019403319,-0.041846696,0.023228451,-0.000700143,-0.030257158,0.553718212,-0.102346276,-0.02073805,0.010080548,0.115864378,SP_2019,SPs
SL18-LD-2-FG2xSL18-LL-9-MG2,-0.003813401,-0.006578744,-0.029229021,-0.072597128,0.012083983,-0.299613566,-0.510060838,-0.057398782,-0.089298301,0.096370145,0.270890944,SP_2019,SPs
SL18-LD-2-FG2xSL18-NL-9-MG1,0.010737504,-0.023488527,-0.072865022,-0.112505744,0.009233561,-0.504672453,-0.072715281,0.213700054,-0.012500355,0.114225078,-0.05732013,SP_2019,SPs
SL18-LD-2-FG2xSL18-SF-19-MG1,-0.005435514,-0.031035588,-0.021701768,-0.04799235,0.02077472,-0.383094388,-0.34025174,-0.007195952,-0.038061872,-0.178010022,-0.355747317,SP_2019,SPs
SL18-LD-3-FG1xSL18-NL-9-MG1,0.008699703,-0.01296114,-0.055297722,-0.122332576,0.003391659,-0.388630488,-0.001270095,0.387751615,0.02104464,0.140280679,0.223933154,SP_2019,SPs
SL18-LD-3-FG1xSL18-SF-19-MG2,-0.00024259,0.004224577,0.004736714,-0.007584586,0.005652811,0.012004607,0.12025361,0.492484605,0.082355141,0.413094362,0.822158738,SP_2019,SPs
SL18-LD-3-FG2xSA18-CB-2-MG3,-0.003670694,0.01972704,0.020002711,0.00459626,-0.003026298,0.079030019,0.294647746,-0.116126131,-0.033242544,-0.097486198,-0.241441269,SP_2019,SPs
SL18-LD-3-FG2xSL18-LL-9-MG2,-0.000590726,0.007777128,0.023110166,-0.034679718,-0.003057687,-0.001074126,-0.388780218,-0.083529638,-0.123419111,-0.020956347,0.244883581,SP_2019,SPs
SL18-LD-3-FG2xSL18-SF-17-MG3,-0.001057573,0.015965547,-0.005821603,-0.002298447,-0.001145183,0.024246575,0.129649117,0.327702297,-0.030748591,0.106630885,0.494426047,SP_2019,SPs
SL18-LD-4-FG1xSA18-CB-2-MG1,0.005636887,0.016076119,0.016795388,-0.02674231,0.000383044,-0.038611249,0.314827084,-0.16434085,0.031087363,0.123012718,0.129252517,SP_2019,SPs
SL18-LD-4-FG1xSL18-NL-3-MG2,0.024787473,-0.010236015,-0.006058718,-0.102361265,0.001729887,-0.286247259,-0.336033988,-0.472648747,-0.110869958,-0.141268867,0.017418559,SP_2019,SPs
SL18-LD-4-FG2xSL18-LL-9-MG1,0.004428419,0.008321297,-0.043072705,-0.115910323,0.009620391,-0.392304757,-0.290862035,0.337251002,-0.061105228,0.047661005,0.194809611,SP_2019,SPs
SL18-LD-4-FG2xSL18-SF-15-MG2,0.006932934,0.010626254,0.021587648,0.033957397,0.001171896,0.176564751,-0.243509352,-0.015325564,0.023507213,0.29388717,0.969157817,SP_2019,SPs
SL18-LD-4-FG3xSL18-SF-17-MG1,-0.003429223,0.017215018,-0.041663777,0.021026888,0.003969908,0.022298884,0.238945705,0.228953449,-0.016685158,0.283066074,0.76854544,SP_2019,SPs
SL18-LD-5-FG1xSA18-CB-10-MG1,0.002588604,0.049995757,-0.033090352,0.030879934,-0.000860917,0.079212852,0.156335362,0.049517776,0.005350306,-0.03276263,0.284547514,SP_2019,SPs
SA18-CB-7-FG1xSL18-LL-9-MG3,0.029985429,0.02387392,-0.019343596,0.078269296,0.008234532,0.181548761,0.73843926,0.327273695,0.001435896,0.338833168,0.727811833,SP_2019,SPs
SL18-LD-9-FG2xSL18-SF-13-MG3,-0.0018654,-0.005027293,-0.050362484,-0.068640283,0.014732392,-0.29221899,-0.336234555,0.353850429,-0.080165842,0.060092326,0.033137194,SP_2019,SPs
SL18-LD-9-FG3xSL18-NL-7-MG1,-0.005999973,-0.011489422,-0.079718225,-0.066743615,0.002743027,-0.279805338,-0.095427401,0.261856165,-0.075110536,0.240991067,-0.020834751,SP_2019,SPs
SL18-LD-9-FG3xSL18-SF-17-MG1,-0.014711005,0.016857008,-0.05057211,0.035570651,0.005603678,0.04569197,-0.015481943,0.1281019,-0.07848797,0.355587523,0.735441099,SP_2019,SPs
SL18-LL-9-FG3xSL18-NL-9-MG1,0.002027414,-0.010958043,-0.043835167,-0.118101338,0.00315776,-0.549047465,-0.393179184,-0.053811695,0.009098364,-0.09689399,-0.329426659,SP_2019,SPs
SL18-NL-10-FG1xSA18-CB-4-MG3,0.035742303,-0.010963399,0.005233054,0.000181072,-0.01828759,0.185965332,0.226608864,-0.424920411,0.040991109,-0.105588873,-0.341699292,SP_2019,SPs
SL18-NL-10-FG1xSL18-LD-2-MG1,0.01763026,-0.010442006,0.012420563,-0.046698295,0.004327822,-0.163240713,-0.363170587,-0.182926274,-0.002438238,-0.017528226,-0.154513892,SP_2019,SPs
SL18-LD-10-FG1xSA18-CB-1-MG2,0.014551892,0.007700814,0.033024619,0.063112809,-0.00363093,0.196533887,0.42042919,-0.217953654,-0.028046874,-0.10636821,0.022298799,SP_2019,SPs
SL18-NL-10-FG1xSL18-OI-15-MG1,0.034926316,-0.003883387,0.061520537,0.079432799,-0.008383406,0.330486884,-0.010168602,-0.20716636,0.063444323,0.090030069,0.16954472,SP_2019,SPs
SL18-NL-10-FG1xSL18-OI-7-MG1,0.009904652,-0.003579997,0.071297383,0.019417481,-0.010025013,0.157666892,-0.08320703,-0.238486785,0.079147727,0.054675333,0.02360971,SP_2019,SPs
SL18-NL-10-FG1xSL18-SF-13-MG1,-0.004098848,0.009315956,0.044777095,0.072582885,-0.005812812,0.283975556,0.119122916,0.04043034,0.056146411,0.242406376,0.473284705,SP_2019,SPs
SL18-NL-10-FG3xSL18-NL-3-MG2,0.026877058,-0.024763402,-0.018378929,-0.124588418,-0.002303495,-0.492905734,-0.72529528,-0.657068987,-0.143598092,-0.785873916,-0.959443205,SP_2019,SPs
SL18-NL-2-FG1xSA18-CB-1-MG2,0.01022717,-0.008567558,0.034113028,0.091555225,-0.00404686,0.2357899,0.576840386,-0.456374223,0.065041169,-0.030579492,-0.099158953,SP_2019,SPs
SL18-NL-2-FG1xSL18-LD-13-MG2,-0.008249272,-0.031242949,0.031648436,0.016278611,0.007040581,-0.048094664,-0.151897634,-0.219500481,-0.064439703,-0.21483723,-0.697215297,SP_2019,SPs
SL18-NL-2-FG1xSL18-SF-17-MG1,-0.0066813,0.000890397,-0.019779949,0.069557069,0.003965822,0.0938318,0.265347128,0.000773099,-0.054241123,0.275284104,0.499889318,SP_2019,SPs
SL18-NL-2-FG3xSA18-CB-2-MG3,-0.008140199,-0.012397179,-0.037931931,-0.060453294,-0.001760635,-0.187598183,0.035506189,-0.327697521,0.020041461,-0.3367429,-0.769140579,SP_2019,SPs
SL18-NL-2-FG3xSA18-CB-4-MG1,0.01647282,-0.029591702,-0.05770786,-0.072221702,-0.011503438,-0.187368516,-0.184249973,-0.363231195,-0.042594629,-0.366705935,-0.795125048,SP_2019,SPs
SL18-NL-2-FG3xSL18-LD-3-MG2,0.00594243,-0.023744866,-0.043008785,-0.096873394,0.000923494,-0.262821439,-0.319859963,0.045590965,-0.07388579,-0.143260041,-0.050721054,SP_2019,SPs
SL18-NL-2-FG3xSL18-OI-16-MG1,-0.023389477,-0.059647399,-0.027758657,-0.083766549,0.000962432,-0.223949315,-0.352944494,-0.180688076,0.024336989,-0.29257891,-0.367727523,SP_2019,SPs
SL18-NL-3-FG1xSA18-CB-7-MG2,0.030167274,0.003083614,0.021916,0.081739013,-0.005527515,0.103801217,0.000974823,-0.66883706,-0.023140312,-0.347145105,-0.429700018,SP_2019,SPs
SL18-NL-3-FG1xSL18-OI-11-MG2,0.01716724,-0.033987638,0.014879301,-0.059331502,-0.003964753,-0.30184082,-0.161708267,-0.102267908,0.048222691,-0.162850414,-0.229187796,SP_2019,SPs
SL18-NL-3-FG1xSL18-SF-13-MG2,0.020942134,-0.018834039,0.011120229,0.015277401,0.000758399,-0.045116428,-0.18690849,-0.013631264,-0.060611595,-0.021756882,0.022894903,SP_2019,SPs
SL18-NL-3-FG2xSL18-SF-17-MG2,0.036728396,0.00175991,0.011787229,0.08091331,-0.004742008,0.342500049,-0.30390514,-0.299392775,0.060612469,0.270913125,1.107399104,SP_2019,SPs
SL18-NL-3-FG3xSA18-CB-2-MG2,0.019242938,0.011984496,0.004490826,0.020704715,-0.004092912,0.051258619,0.089048514,-0.259221939,0.099519243,0.232372117,0.441759276,SP_2019,SPs
SL18-LD-10-FG1xSL18-OI-18-MG1,-0.007186156,-0.006875342,-0.023321266,-0.032946736,0.010727749,-0.196556019,-0.126798903,0.301877065,-0.124435305,-0.053468312,-0.515718049,SP_2019,SPs
SL18-NL-6-FG1xSA18-CB-3-MG3,0.038262414,0.031528779,0.073022675,0.168871608,-0.020762186,0.564610072,0.533646357,-0.445994605,-0.025082815,-0.05314116,0.207720727,SP_2019,SPs
SL18-NL-6-FG1xSA18-CB-7-MG2,0.028962526,0.034743886,0.104193518,0.228743886,-0.010545494,0.631832911,0.249321226,-0.548247533,-0.00306331,-0.04147599,0.126964444,SP_2019,SPs
SL18-NL-6-FG1xSL18-LD-1-MG2,0.015153729,0.005044462,0.051905132,0.036554435,-0.002020771,0.113982599,0.006131464,0.31070257,-0.11736969,0.140862444,0.30073639,SP_2019,SPs
SL18-NL-6-FG1xSL18-LD-2-MG1,0.021890091,0.00435624,0.066810658,0.06882677,0.003520493,0.132155828,-0.357772609,-0.133853689,-0.051801745,0.075743452,0.269277337,SP_2019,SPs
SL18-NL-6-FG1xSL18-LD-3-MG2,0.018031963,0.006148944,0.07745606,0.075901896,-0.00526255,0.300134578,-0.202069482,-0.060353164,-0.097394155,0.150102273,0.594844414,SP_2019,SPs
SL18-NL-6-FG1xSL18-NL-2-MG1,0.011753664,-0.027467538,0.076424198,0.062566929,-0.008869211,0.195012582,-0.109383538,-0.195567124,0.042380238,0.030207443,0.103421009,SP_2019,SPs
SL18-UCONN-S142-MG5,-0.011411905,-0.001053926,0.008150821,0.020369272,0.000523619,0.109419497,-0.191631221,-0.171369036,-0.003594692,-0.027135267,0.245226717,GP_from_Farm,GPs
SL18-UCONN-S142-MG3,-0.011411905,-0.001053926,0.008150821,0.020369272,0.000523619,0.109419497,-0.191631221,-0.171369036,-0.003594692,-0.027135267,0.245226717,GP_from_Farm,GPs
SL18-UCONN-S142-FG4,-0.011411905,-0.001053926,0.008150821,0.020369272,0.000523619,0.109419497,-0.191631221,-0.171369036,-0.003594692,-0.027135267,0.245226717,GP_from_Farm,GPs
SL18-UCONN-S142-FG3,-0.011411905,-0.001053926,0.008150821,0.020369272,0.000523619,0.109419497,-0.191631221,-0.171369036,-0.003594692,-0.027135267,0.245226717,GP_from_Farm,GPs
SL18-UCONN-S142-MG1,-0.011411905,-0.001053926,0.008150821,0.020369272,0.000523619,0.109419497,-0.191631221,-0.171369036,-0.003594692,-0.027135267,0.245226717,GP_from_Farm,GPs
SL18-UCONN-S142-MG4,-0.011411905,-0.001053926,0.008150821,0.020369272,0.000523619,0.109419497,-0.191631221,-0.171369036,-0.003594692,-0.027135267,0.245226717,GP_from_Farm,GPs
SL18-UCONN-S142-FG1,-0.011411905,-0.001053926,0.008150821,0.020369272,0.000523619,0.109419497,-0.191631221,-0.171369036,-0.003594692,-0.027135267,0.245226717,GP_from_Farm,GPs
SL18-UCONN-S142-FG2,-0.011411905,-0.001053926,0.008150821,0.020369272,0.000523619,0.109419497,-0.191631221,-0.171369036,-0.003594692,-0.027135267,0.245226717,GP_from_Farm,GPs
SL18-UCONN-S142-MG2,-0.011411905,-0.001053926,0.008150821,0.020369272,0.000523619,0.109419497,-0.191631221,-0.171369036,-0.003594692,-0.027135267,0.245226717,GP_from_Farm,GPs
SL18-UCONN-S143-FG1,0.008001944,0.00819505,0.007846634,0.032325854,0.001052686,0.087679417,-0.102737238,0.0790512,-0.015088453,0.099808597,0.11590786,GP_from_Farm,GPs
SL18-UCONN-S143-FG2,0.008001944,0.00819505,0.007846634,0.032325854,0.001052686,0.087679417,-0.102737238,0.0790512,-0.015088453,0.099808597,0.11590786,GP_from_Farm,GPs
SL18-UCONN-S143-FG3,0.008001944,0.00819505,0.007846634,0.032325854,0.001052686,0.087679417,-0.102737238,0.0790512,-0.015088453,0.099808597,0.11590786,GP_from_Farm,GPs
SL18-UCONN-S143-MG1,0.008001944,0.00819505,0.007846634,0.032325854,0.001052686,0.087679417,-0.102737238,0.0790512,-0.015088453,0.099808597,0.11590786,GP_from_Farm,GPs
SL18-UCONN-S143-MG2,0.008001944,0.00819505,0.007846634,0.032325854,0.001052686,0.087679417,-0.102737238,0.0790512,-0.015088453,0.099808597,0.11590786,GP_from_Farm,GPs
SL18-UCONN-S143-MG3,0.008001944,0.00819505,0.007846634,0.032325854,0.001052686,0.087679417,-0.102737238,0.0790512,-0.015088453,0.099808597,0.11590786,GP_from_Farm,GPs
SL18-UCONN-S157-FG1,0.00583209,-0.000831024,0.007946695,0.057174918,0.003650812,0.124462035,-0.038679484,0.0055875,-0.021899567,0.101384125,0.318089814,GP_from_Farm,GPs
SL18-UCONN-S157-FG2,0.00583209,-0.000831024,0.007946695,0.057174918,0.003650812,0.124462035,-0.038679484,0.0055875,-0.021899567,0.101384125,0.318089814,GP_from_Farm,GPs
SL18-UCONN-S157-FG3,0.00583209,-0.000831024,0.007946695,0.057174918,0.003650812,0.124462035,-0.038679484,0.0055875,-0.021899567,0.101384125,0.318089814,GP_from_Farm,GPs
SL18-UCONN-S157-MG1,0.00583209,-0.000831024,0.007946695,0.057174918,0.003650812,0.124462035,-0.038679484,0.0055875,-0.021899567,0.101384125,0.318089814,GP_from_Farm,GPs
SL18-UCONN-S157-MG2,0.00583209,-0.000831024,0.007946695,0.057174918,0.003650812,0.124462035,-0.038679484,0.0055875,-0.021899567,0.101384125,0.318089814,GP_from_Farm,GPs
SL18-UCONN-S157-MG3,0.00583209,-0.000831024,0.007946695,0.057174918,0.003650812,0.124462035,-0.038679484,0.0055875,-0.021899567,0.101384125,0.318089814,GP_from_Farm,GPs
SL18-UCONN-S158-FG1,-0.011657391,-0.001807954,0.011342355,0.029089968,0.000742992,0.101713788,0.264413727,-0.120124023,0.013799225,-0.1032234,-0.20319533,GP_from_Farm,GPs
SL18-UCONN-S158-FG2,-0.011657391,-0.001807954,0.011342355,0.029089968,0.000742992,0.101713788,0.264413727,-0.120124023,0.013799225,-0.1032234,-0.20319533,GP_from_Farm,GPs
SL18-UCONN-S158-FG3,-0.011657391,-0.001807954,0.011342355,0.029089968,0.000742992,0.101713788,0.264413727,-0.120124023,0.013799225,-0.1032234,-0.20319533,GP_from_Farm,GPs
SL18-UCONN-S158-MG1,-0.011657391,-0.001807954,0.011342355,0.029089968,0.000742992,0.101713788,0.264413727,-0.120124023,0.013799225,-0.1032234,-0.20319533,GP_from_Farm,GPs
SL18-UCONN-S158-MG2,-0.011657391,-0.001807954,0.011342355,0.029089968,0.000742992,0.101713788,0.264413727,-0.120124023,0.013799225,-0.1032234,-0.20319533,GP_from_Farm,GPs
SL18-UCONN-S158-MG3,-0.011657391,-0.001807954,0.011342355,0.029089968,0.000742992,0.101713788,0.264413727,-0.120124023,0.013799225,-0.1032234,-0.20319533,GP_from_Farm,GPs
SL18-UCONN-S2-FG1,0.003412229,0.018655406,-0.020563835,-0.003662418,0.002672793,-0.045731178,-0.225606778,-0.246021335,-0.058947434,-0.183144713,-0.102866142,GP_from_Farm,GPs
SL18-UCONN-S2-FG2,0.003412229,0.018655406,-0.020563835,-0.003662418,0.002672793,-0.045731178,-0.225606778,-0.246021335,-0.058947434,-0.183144713,-0.102866142,GP_from_Farm,GPs
SL18-UCONN-S2-FG3,0.003412229,0.018655406,-0.020563835,-0.003662418,0.002672793,-0.045731178,-0.225606778,-0.246021335,-0.058947434,-0.183144713,-0.102866142,GP_from_Farm,GPs
SL18-UCONN-S2-MG1,0.003412229,0.018655406,-0.020563835,-0.003662418,0.002672793,-0.045731178,-0.225606778,-0.246021335,-0.058947434,-0.183144713,-0.102866142,GP_from_Farm,GPs
SL18-UCONN-S2-MG2,0.003412229,0.018655406,-0.020563835,-0.003662418,0.002672793,-0.045731178,-0.225606778,-0.246021335,-0.058947434,-0.183144713,-0.102866142,GP_from_Farm,GPs
SL18-UCONN-S2-MG3,0.003412229,0.018655406,-0.020563835,-0.003662418,0.002672793,-0.045731178,-0.225606778,-0.246021335,-0.058947434,-0.183144713,-0.102866142,GP_from_Farm,GPs
SL18-UCONN-S32-FG1,0.013709837,0.009701574,-0.020923357,0.01161402,-0.000350063,-0.015129288,0.276857023,-0.051173251,-0.010369111,0.0050396,0.057931027,GP_from_Farm,GPs
SL18-UCONN-S32-FG2,0.013709837,0.009701574,-0.020923357,0.01161402,-0.000350063,-0.015129288,0.276857023,-0.051173251,-0.010369111,0.0050396,0.057931027,GP_from_Farm,GPs
SL18-UCONN-S32-FG3,0.013709837,0.009701574,-0.020923357,0.01161402,-0.000350063,-0.015129288,0.276857023,-0.051173251,-0.010369111,0.0050396,0.057931027,GP_from_Farm,GPs
SL18-UCONN-S32-MG1,0.013709837,0.009701574,-0.020923357,0.01161402,-0.000350063,-0.015129288,0.276857023,-0.051173251,-0.010369111,0.0050396,0.057931027,GP_from_Farm,GPs
SL18-UCONN-S32-MG2,0.013709837,0.009701574,-0.020923357,0.01161402,-0.000350063,-0.015129288,0.276857023,-0.051173251,-0.010369111,0.0050396,0.057931027,GP_from_Farm,GPs
SL18-UCONN-S32-MG3,0.013709837,0.009701574,-0.020923357,0.01161402,-0.000350063,-0.015129288,0.276857023,-0.051173251,-0.010369111,0.0050396,0.057931027,GP_from_Farm,GPs
