"","wetWgtPerM","percDryWgt","dryWgtPerM","Ash","AshFDwPM","densityBlades","Indiv"
"grm4._460",-0.0180746510406417,0.00223406895193201,-0.00883760791467885,-0.0191271813029767,-0.000110166594389773,0.0399614900911126,"SL18-CC-6-MG11"
"grm4._461",-0.119080882396551,0.00481737463007687,-0.0176457652107839,0.0577625336611475,0.00190068342436991,-0.0256802312959431,"SL18-NL-3-MG1"
"grm4._462",0.0475262596984717,-0.00261671965229442,0.00716755601654274,0.000127748323769528,-0.00015013827610476,-0.0205144671881313,"SL18-TI-1-MG2"
"grm4._463",0.0298959545188946,-0.00162374144555189,0.0041324598343924,-0.00310881587577416,-2.67628319779576e-05,-0.0117849025541933,"SL18-TI-2-MG3"
"grm4._464",0.0286020357775074,-0.00235970257001032,0.00387127759221237,-0.000218002939908928,2.70680254247168e-05,-0.0347491315731559,"SL18-TI-3-MG11"
"grm4._465",0.0660040542843251,-0.00283052787469881,0.0102085042091178,-0.000708406252409696,-0.000155342450993878,-0.0064596779499831,"SL18-TI-4-MG1"
"grm4._466",0.0410534336094614,-0.00330459062260444,0.00517068645790529,-0.00300324720979628,0.000128029545198408,0.0110956651798814,"SL18-TI-4-MG3"
"grm4._467",0.050405463486549,-0.00247101635344871,0.008021494473913,-0.00575963434087291,-3.0389784125738e-05,0.0348214755755455,"SL18-BL-10-MG2"
"grm4._468",0.0348331345789603,-0.00109214866253598,0.00630706238618697,-0.00537750861045116,-0.000180910857349645,-0.021463039225226,"SL18-BL-11-MG4"
"grm4._469",0.0585971756314007,-0.00237126536085397,0.00964779606767821,-0.0046242196609985,-0.000307970241588185,-0.000984634737607786,"SL18-BL-12-MG1"
"grm4._470",0.0497086679347128,-0.00192976587994222,0.00853789447209282,-0.00653834435524451,-0.000462588844913155,-0.0157377678199499,"SL18-BL-12-MG3"
"grm4._471",0.0427561012953084,-0.00205056687072701,0.00782744515880398,-0.00344741119279541,0.000246875073235083,0.0165061601391183,"SL18-BL-17-MG3"
"grm4._472",-0.0828787548907268,0.00127633164848742,-0.0164023474461096,-0.0115495758423761,0.00034008056902687,0.00529019225630752,"SL18-OD-3-MG3"
"grm4._473",-0.0605748958735321,-0.00135189382632747,-0.0102910593671136,0.0200762624453748,0.000919783558589969,0.0173131332865139,"SL18-OD-5-MG2"
"grm4._474",-0.0293024921011748,-0.000825425311207307,-0.0068116926833585,-0.01222208703781,0.000283212463259778,0.0350454798372949,"SL18-OD-10-MG3"
"grm4._475",0.0192718478488011,-0.00211545117418941,0.0041999440079419,-0.00186708284012249,-0.000220605157945977,-3.03647424770388e-05,"SL18-FW-14-FG2"
"grm4._476",0.0354404920699049,-0.00263547842617524,0.00574488745261104,-0.00507335922891104,-0.000468461261868739,-0.0103372440120399,"SL18-FW-14-FG11"
"grm4._477",0.0284003243570294,-0.00172206540329596,0.00509171979830233,0.000520041411364752,-0.000355316585932339,-0.0124597292545546,"SL18-FW-14-FG12"
"grm4._478",0.0771919737122226,-0.00543009697425771,0.0132127384442373,0.0121240127999797,0.00104588384510699,0.0584947752148408,"SL18-FI-1-FG3"
"grm4._479",0.0666138778250477,-0.00422594705713043,0.0114576012785403,0.00490930720643409,0.000593969623240081,0.0414270910673785,"SL18-FI-1-FG13"
"grm4._480",0.0266788368230139,-0.00221121864528768,0.0032289929790549,-0.00160048315778666,0.000125676952873511,0.00360462403343099,"SL18-PI-1-FG1"
"grm4._481",0.0463684910772677,-0.00442389459579436,0.00616784816971889,0.00561390674961167,0.000731454793306579,0.0337087429770225,"SL18-PI-1-FG3"
"grm4._482",0.03711845867043,-0.00178434745159153,0.0125069814180966,-0.00454522598197119,-0.000358095995827628,0.0906970134171008,"SL18-JS-6-FG3"
"grm4._483",-0.127032873367037,-0.000303740585708165,-0.0252451334691427,-0.0107317905489176,0.00118556097028967,0.0787006032783424,"SL18-JS-9-FG2"
"grm4._484",-0.0922754278044947,-0.00137907223369227,-0.0183910302436249,-0.00649250450389738,0.00118874772912389,0.0556637506041983,"SL18-NL-2-FG2"
"grm4._485",0.0178029366372065,-0.00464326411643088,0.00495460580720314,-0.0293254347827581,0.000264086760004949,0.178506526103651,"SL18-NL-6-FG2"
"grm4._486",-0.165285756457692,0.00149385630282023,-0.0281063280125373,-0.00416753606158345,0.000925632818725864,-0.126874603408585,"SL18-NL-7-FG3"
"grm4._487",0.0320824495023856,-0.00310229346021681,0.00390408514664543,-0.00021490318987204,0.000366653800601557,0.0119440593108534,"SL18-TI-4-FG3"
"grm4._488",0.0202405685975754,-0.00162915855922513,0.000818369286202276,-0.0046788672535691,-5.27243511033953e-05,0.00158084219185517,"SL18-BL-18-FG10"
"grm4._489",0.0375659610603507,-0.00255889203825527,0.00564749789738547,-0.00404451273049982,0.00014017299436249,0.0308279218680334,"SL18-FW-21-MG1"
"grm4._490",0.0504067449181672,-0.00266151691217946,0.00833664663585449,0.00598021577675723,0.000416305925757435,0.00911660522324127,"SL18-FI-2-FG11"
"grm4._491",0.0126952656271402,0.00027906948612756,0.00166654031668986,-0.00293233911573666,-0.000273342590116018,-0.0411307285266437,"SL18-FI-2-FG12"
"grm4._492",-0.0382649359313691,0.00424939273812186,-0.0127869597113291,0.016472329978881,-0.00130207645159233,-0.0446691174220459,"SL18-LD-3-FG3"
"grm4._493",0.0439092114445068,0.00334805153684261,0.00764394631023125,-0.0172217804111847,-0.00101243317569228,-0.0483611326188187,"SL18-CC-7-MG2"
"grm4._494",0.0534841337139881,-0.00214618466136983,0.00961267556420982,-0.000340704806802102,-0.000183322601699932,0.0140760074210438,"SL18-FI-1-MG2"
"grm4._495",-0.0916390215050069,1.72312906540044e-06,-0.0169731248597955,-0.0101259709221662,0.000813578029505609,0.0538488742672279,"SL18-JS-11-FG4"
"grm4._496",0.00935759867373695,-0.00164831161510099,0.000208474959122114,-0.00489982639807806,-0.000203355080909615,0.0306452240618084,"SL18-FW-12-MG10"
"grm4._497",0.00826444118658045,0.000906400546380289,0.0024093104926705,0.00467380496952202,-0.000281491718921079,-0.0194534225534592,"SL18-BL-14-MG1"
"grm4._498",0.0542497737294305,-0.00377315181989309,0.0103462512564077,-0.00147773965134294,0.000143104065879908,0.0243955400385606,"SL18-FI-1-MG10"
"grm4._499",-0.0706603569359654,0.00140283913621095,-0.0236339995869324,-0.00299622521481749,-0.00274768104877753,-0.136905994307642,"SL18-LD-5-FG2"
"grm4._500",0.0545830639970854,-0.00316596110729548,0.00828087012241117,-0.00157980506420687,-0.000231021544546875,-0.00881009271972112,"SL18-FW-21-MG2"
"grm4._501",-0.158646188203605,0.0174648816516893,-0.0265703217264385,0.0137527436127765,-0.00348996696148758,-0.310616278378527,"SL18-LD-9-MG2"
"grm4._502",0.0662278663822327,-0.00241523409115431,0.0120952907018044,-0.0059213792535752,-0.000423930800417987,0.0301402250134206,"SL18-BL-16-MG2"
"grm4._503",0.0691367607464821,-0.00408943207828673,0.0125963766092473,0.00967539201369747,0.000649633569911069,0.0311115062646051,"SL18-FI-2-MG1"
"grm4._504",0.0546163947996938,-0.00316982189894284,0.00827714183062699,-0.0015984038654717,-0.000227941577003993,-0.00875999613289306,"SL18-FW-12-MG2"
"grm4._505",0.0404358217213513,-0.000301254334008707,0.00789095444213878,-0.0128602412780478,-0.000441170868576192,0.00741532041832334,"SL18-BL-17-MG2"
"grm4._506",0.031623322457699,-0.00154380491878901,0.00457024853922824,-0.0110595324085465,-2.49832534521906e-05,0.0128266538791211,"SL18-BL-18-MG3"
"grm4._507",-0.060596699320628,0.00123990287703757,-0.0131074906121385,-0.0211777665489202,-0.000153577780069274,0.0183519271492662,"SL18-OD-3-MG2"
"grm4._508",0.0663344419424861,-0.006806805189711,0.0136764637375426,0.0359937722201521,0.00207342310166025,0.1327892513666,"SA18-CB-5-FG1"
"grm4._509",0.17848774470916,-0.0105040980180884,0.0407151828063488,0.0434190792897374,0.000451873407012395,0.0110242204679245,"SA18-CB-7-FG3"
"grm4._510",-0.10519987200042,0.00185596017155461,-0.0202136963695727,-0.0234646367196474,0.000718154811953678,0.0489158488512196,"SL18-JS-16-MG2"
"grm4._511",-0.0401456923467144,0.00226290135209455,-0.0103049334435258,0.00697340781378516,5.3877083474522e-05,-0.02808224736416,"SL18-CC-8-MG3"
"grm4._512",0.0645681419678028,-0.00671983648232635,0.0134555195772956,0.0370598911985291,0.00201065954786356,0.12850158298245,"SA18-CB-5-FG5"
"grm4._513",0.0161708871571472,0.00243055722118185,0.0046532708975095,0.0332438969376751,-6.17716475886457e-05,0.0343135702479626,"SL18-LD-10-FG3"
"grm4._514",-0.1556304304768,-0.00309615869473771,-0.0245142787551913,0.0163614341340718,0.00046854552857981,0.0727749763229008,"SL18-NL-10-FG2"
"grm4._515",-0.0753931252633212,0.00166656202917733,-0.0164478985389873,-0.00752973238986571,-0.000143122803792715,0.0259748619705123,"SL18-NC-11-MG3"
"grm4._516",-0.04370207637153,0.0028730006742655,-0.00768045993771789,-0.0156928595230568,-0.000480304923081914,0.0213672438307254,"SL18-CC-9-MG4"
"grm4._517",0.022541124198594,-0.00168630767434969,0.00155709056855,-0.00618480102681881,-7.55181904493548e-05,0.00998337231292144,"SL18-BL-10-FG2"
"grm4._518",0.0174448526480945,-0.00160127309196396,0.00104246955950271,-0.00821599046562025,3.88033104096145e-05,0.0214669506891641,"SL18-BL-10-MG1"
"grm4._519",0.0357605153467274,-0.0014157720439154,0.0055420894384786,-0.00567009573889233,-0.000133494756931371,0.00478751708624234,"SL18-BL-15-FG1"
"grm4._520",0.0579571888426907,-0.00226863841023552,0.00954203660623273,-0.00500644000725289,-0.000357496715302107,-0.00277389426241077,"SL18-BL-12-MG2"
"grm4._521",-0.0106562615895313,-0.00062514308089558,-0.00359454538339213,-0.00561026548242072,0.000407840319300077,-0.0832446883162992,"SL18-NC-15-MG4"
"grm4._522",0.0374247685122324,-0.000895690945261558,0.00756146736520626,-0.00934993629317834,-0.000255321520814356,0.0141704182537066,"SL18-BL-16-FG3"
"grm4._523",-0.194835986684556,0.0161345752699187,-0.0336803771646183,-0.0034497782772734,-0.00283851170630756,-0.124417352262341,"SL18-LD-1-MG3"
"grm4._524",-0.0024511968171344,-0.00135946786234742,-0.00253403235957837,-0.000820435908017017,0.000258875016943247,0.0289676149624634,"SL18-FW-12-MG11"
"grm4._525",0.0467088810461118,0.00108292791831428,0.00641006120819712,-0.0213423728381915,-0.00073882559795136,-0.00326100513795319,"SL18-CC-2-FG1"
"grm4._526",-0.0525908077051266,0.00855434384372784,-0.00537202636881628,-0.0171178964015337,1.29136270631107e-05,-0.0405822987664772,"SL18-SF-18-FG1"
"grm4._527",0.0433144557435212,-0.00204673697701935,0.00697923978913172,-0.00281156020169624,-1.98192039566285e-05,0.0205239686768183,"SL18-BL-11-FG1"
"grm4._528",0.0457768976273851,-0.00197270474437445,0.00678227169110114,-0.00889932919004766,-4.6096966745572e-05,0.0354877500460382,"SL18-BL-13-MG1"
"grm4._529",0.0595085131755983,-0.00334197859831875,0.00895621380760955,-0.0060045001750802,0.000170900553801305,0.0268004805910544,"SL18-BL-14-FG3"
"grm4._530",0.019762194398639,-0.00175909018961925,0.00304852055610725,-0.00762265375626864,-1.22387298296377e-05,0.00994248196838915,"SL18-BL-17-FG3"
"grm4._531",0.0394945691463163,-0.000440573995840484,0.00622395251159564,-0.0073274860175436,9.82355821771508e-05,0.0115725739679984,"SL18-CC-9-FG1"
"grm4._532",0.0496142511203034,-0.0012806274316506,0.00889970377122055,-0.00586705766260489,-0.000444129691997331,0.0110780111782532,"SL18-FI-1-FG10"
"grm4._533",0.044399697825022,-0.00260019215855284,0.00823734095329546,0.00183011263134389,-0.000303006435161581,0.0196239032360116,"SL18-FI-1-FG11"
"grm4._534",0.0205245019189617,-0.00189961995973606,0.00463122559169822,-0.00260682287104747,-3.28937280800194e-05,0.0143628833443264,"SL18-FI-1-FG12"
"grm4._535",0.0491285027836225,-0.00321496540404267,0.00787138023404147,0.00730380849782749,0.000668601155646534,0.0306086715929909,"SL18-FI-2-FG10"
"grm4._536",0.0150940255619539,-0.0018151144843344,0.000547536666303678,-0.00632787883761863,-0.000199227157143265,0.0201009528453255,"SL18-FW-12-FG10"
"grm4._537",0.00609698406036324,-0.000880729123445959,0.00136466142595054,0.0017840299523262,-0.000354459601390452,-0.0240066969613647,"SL18-FW-14-FG13"
"grm4._538",0.0427089674098343,-0.00235681532081682,0.00723696215757509,-0.00530675854962632,-0.000323377337969057,0.00264733329216511,"SL18-FW-2-MG1"
"grm4._539",0.00560502194263492,-0.00171306123954579,-0.000754726493789662,0.0110535993910655,0.00136452597462843,0.115044114712665,"SL18-JS-5-MG1"
"grm4._540",-0.0135668134011521,0.00649867816850468,-0.00179619438985065,0.0018869086049452,-0.00171016426423271,0.0634288023022311,"SL18-LD-13-FG1"
"grm4._541",-0.1343527205219,0.0186171019870813,-0.0157104036883906,0.0058569997106647,-0.00265470288015369,-0.105307232946079,"SL18-LD-2-FG3"
"grm4._542",0.000799109355910623,0.00176515728076923,-0.000255023966172468,-0.00754590088097765,3.91153919966687e-05,-0.0708915572150342,"SL18-LD-9-FG1"
"grm4._543",0.03976186183801,-0.00234341523180678,0.00557923472996751,0.00158128688305568,0.000158698779777501,-0.00935717507930804,"SL18-TI-3-MG2"
"grm4._544",-0.103166056500195,0.00800331641747094,-0.016319962862953,-4.43330133693246e-05,-0.00194137336297405,-0.0927294948305482,"SL18-LL-9-FG1"
"grm4._545",-0.0770780385729376,0.0017910301167044,-0.0147321797311952,0.0101246843863453,0.000742535824061094,0.0530782665368887,"SL18-NC-1-FG3"
"grm4._546",-0.0662357161961072,-0.00216029798453691,-0.0138243549001356,0.00130771351147087,0.00122425063138993,0.10267467556017,"SL18-NC-8-FG2"
"grm4._547",-0.0825235763114953,0.00301271646590089,-0.0174671742448977,0.00956807639555102,0.000924739092751033,-0.015443622994211,"SL18-NC-10-MG1"
"grm4._548",-0.0484173044607949,3.7110103126025e-05,-0.0114258713036866,0.00588439725126844,0.000976231754167179,0.0426551249032893,"SL18-NC-11-FG3"
"grm4._549",0.0318028650507126,-0.00602358398488566,0.00777643399883495,-0.00250693303865986,0.000876530594733352,0.125078900304282,"SL18-NL-6-FG3"
"grm4._550",-0.0665407640205508,0.000613418181199359,-0.0179418876599447,0.00248031237680806,0.000271270870251578,-0.0647218713106608,"SL18-NL-9-MG3"
"grm4._551",0.0955950969498353,-0.00859259438967998,0.0191454102071819,-0.0177694415288315,0.00122674486805729,0.1909517641856,"SL18-NL-6-MG2"
"grm4._552",-0.0689340362506144,0.000474518544736038,-0.0133416383879105,0.00675353549065915,0.000494924258396518,-0.00259160430421853,"SL18-OD-5-MG1"
"grm4._553",-0.0255259177468472,-0.00241358657109706,-0.00664488319433269,-0.0283429016756423,0.00198348666163464,0.0949674759219116,"SL18-OI-16-FG1"
"grm4._554",0.036906037423251,-0.00129594637802469,0.00749275367647118,-0.0172986709194704,-4.49111054353996e-05,-0.0537136086403386,"SL18-OI-4-FG3"
"grm4._555",-0.102949896906476,0.00403622926468757,-0.0151230622582248,0.00643656148176199,-9.47030633582338e-05,-0.00457413452939258,"SL18-OI-5-MG2"
"grm4._556",0.0931477006292416,-0.0041960513417221,0.0164332657511059,0.0134378405382131,0.00113037088616802,0.108279705823547,"SL18-OI-7-FG1"
"grm4._557",0.0396932914953713,-0.00333451088405088,0.0054850285343522,-0.00481854734692394,0.000154330040512947,0.0100242402787744,"SL18-PI-1-FG10"
"grm4._558",0.0127736619772419,-0.00102579298515269,0.00116281160277602,-0.00924015020164361,8.97279849036804e-05,0.0163917432858991,"SL18-PI-1-MG11"
"grm4._559",0.0325894509494962,-0.00250065577101545,0.00372674687638016,0.0037260806028007,3.14876953906263e-06,-0.0171596530220893,"SL18-PI-1-MG3"
"grm4._560",0.169405014583855,0.0030693128685811,0.0397723537476349,-0.0374076325743429,-0.00121918522541528,0.010404786793255,"SL18-SF-13-MG11"
"grm4._561",-0.0343295912258367,-0.0025672728719178,-0.00622957177796824,0.0505970193233015,-3.13043764358789e-05,-0.0120359798613073,"SA18-CB-5-FG3"
"grm4._562",0.132233261058159,0.000307095175403866,0.0244928027833607,-0.0273262272452017,-0.000765735612910778,-0.0549387335464086,"SL18-OD-10-FG2"
"grm4._563",0.0450406552483503,-0.00410242121788831,0.00515849778235762,-0.00270208455555431,0.000299698438822408,0.00808299097931482,"SL18-TI-4-FG1"
"grm4._564",0.038597571849221,-0.00333342176619624,0.00466099098244014,0.000117530430961083,0.000261766106193198,-0.012484925801335,"SL18-TI-3-MG1"
"grm4._565",0.0424665904483958,-0.00324083776252127,0.00549623248759545,0.000769541265484014,0.000245630836274812,-0.00323697475619505,"SL18-TI-4-FG2"
"grm4._566",0.0450935160477899,-0.00222462162146771,0.00624280783307874,-0.000503600352631427,-0.00027734856970882,-0.0146252373398915,"SL18-TI-5-MG3"
"grm4._567",0.0503490684831227,-0.00303599729659127,0.00900125912500618,0.0015946569805822,0.000131533291213166,0.0096968750686859,"SL18-BL-11-MG1"
"grm4._568",0.0503490684770068,-0.00303599729627614,0.009001259123798,0.00159465697962278,0.000131533291132471,0.00969687506363644,"SL18-BL-11-MG2"
"grm4._569",0.0257344689191584,-0.00102746673306531,0.0046910438152276,-0.00598255877796812,-5.16523390768733e-05,0.00846464282543488,"SL18-BL-17-MG1"
"grm4._570",0.0552532990093323,-0.00268975867897241,0.00965424799475053,0.00446127261752654,0.000234907938933342,0.00334447417980736,"SL18-FI-2-MG3"
"grm4._571",0.0132966043118646,0.000220057630248832,0.00147600867443934,-0.0201044872669224,-0.000647843646511132,0.0154070597098604,"SL18-OI-11-MG1"
"grm4._572",-0.00944907453147973,-0.00190850384512272,-0.00486630278773641,0.017143265192139,0.000693964903928326,-0.0121073821759604,"SL18-NC-9-MG3"
"grm4._573",-0.00778166749039123,-0.000598935679772185,-0.00309703089663191,-0.00670081141037823,0.000428011622498021,-0.0755260344407106,"SL18-NC-15-MG2"
"grm4._574",1.22792651020346e-13,-5.74270724410277e-15,9.80604409144155e-15,-5.33528206048866e-14,1.35320383134757e-15,1.1171677779811e-13,"SL18-CB-2-MG1"
"grm4._575",1.26243518804267e-13,6.84172175734166e-15,3.61561734772801e-14,-4.08664967043069e-13,-7.8167936036346e-16,3.12992426608117e-13,"SL18-CB-3-MG1"
"grm4._576",1.25636444424226e-13,6.86143346564993e-15,3.60660143560341e-14,-4.10607734934716e-13,-7.84991601612829e-16,2.77510600266374e-13,"SL18-CB-3-MG2"
"grm4._577",-1.48972248060131e-13,-6.72607455473764e-15,1.09564833641896e-13,-2.47314803432106e-13,1.5536885998274e-15,4.87477302259998e-14,"SL18-CB-4-MG2"
"grm4._578",-1.48873035271732e-13,-6.70232434858844e-15,1.09619470263169e-13,-2.47264133204162e-13,1.55675949854357e-15,4.90440904329043e-14,"SL18-CB-4-MG3"
"grm4._579",-6.87429082476643e-13,-5.87076876184266e-16,-1.87461842891544e-13,1.27707822581456e-12,3.48876430186859e-16,-5.77713638773729e-14,"SL18-CB-7-MG1"
"grm4._580",-0.0662200922013291,-0.00210931851912496,-0.0119907814975113,0.00086867452642176,0.00124644562099654,0.101226764078295,"SL18-NC-8-MG1"
"grm4._581",0.0237584394441118,-0.00130805367595931,0.00358299172665848,6.38542334318786e-05,-7.50917497223714e-05,-0.0102586854500061,"SL18-TI-1-MG1"
"grm4._582",0.0237584394440712,-0.00130805367602461,0.00358299172676385,6.38542326967353e-05,-7.50917497463991e-05,-0.0102586854520743,"SL18-TI-1-MG3"
"grm4._583",0.0237584394437115,-0.00130805367595586,0.00358299172665384,6.3854233645087e-05,-7.50917497262881e-05,-0.0102586854510419,"SL18-TI-1-MG4"
"grm4._584",0.0237584394469358,-0.0013080536761866,0.00358299172726766,6.38542322147514e-05,-7.50917497254994e-05,-0.0102586854507106,"SL18-TI-1-MG11"
"grm4._585",0.0149429631959393,-0.000811542467625342,0.00206538940519931,-0.00155441341148665,-1.34067851827655e-05,-0.005894089738072,"SL18-TI-2-MG1"
"grm4._586",0.0149429631981986,-0.000811542467471969,0.0020653894058758,-0.00155441341000063,-1.34067851463091e-05,-0.00589408973583343,"SL18-TI-2-MG2"
"grm4._587",0.0267344096388573,-0.00200874334483508,0.00352687655353302,0.000370179691720139,0.000111853191052451,-0.0141497269572859,"SL18-TI-3-MG3"
"grm4._588",0.0267344096365797,-0.00200874334488282,0.00352687655322907,0.00037017969193758,0.000111853191029188,-0.0141497269595213,"SL18-TI-3-MG14"
"grm4._589",0.0377697870062749,-0.00276313508743252,0.00498887268154685,-0.000976528051284949,0.000147422127274935,0.00356945989642732,"SL18-TI-4-MG2"
"grm4._590",0.022542019952482,-0.00111200291346742,0.00312061216392451,-0.000251816807479793,-0.000138696437877632,-0.00731411535164287,"SL18-TI-5-MG1"
"grm4._591",0.0225420199536922,-0.00111200291369438,0.00312061216404819,-0.000251816807406279,-0.000138696437883099,-0.00731411535502728,"SL18-TI-5-MG2"
"grm4._592",0.0672434047805891,-0.00855826759946314,0.0143395040652454,-0.0159399802740529,0.00110144480204568,0.18683034522169,"SL18-NL-6-MG3"
"grm4._593",0.0706305384065821,0.0073950473578099,0.0205303487954112,-0.0154249267747727,-0.000584117130096236,-0.0230481593696132,"SL18-SF-13-MG13"
"grm4._594",-3.08169213788301e-17,-1.67122243547792e-14,1.03653147260019e-17,4.61844507055041e-14,1.18992527592428e-17,4.68030079005113e-14,"SL18-TI-6-MG1"
"grm4._595",-7.32137614120335e-16,-1.66936491425275e-14,-6.95647004881002e-17,4.60162772474772e-14,1.28737497618345e-17,4.6400452474018e-14,"SL18-TI-6-MG2"
"grm4._596",-6.55567290475927e-16,-1.67100995125586e-14,-9.62794270022504e-17,4.59973392331756e-14,1.29645595541601e-17,4.62421496327153e-14,"SL18-TI-6-MG3"
"grm4._597",0.00604927629446784,0.000248702269051458,0.000297396640415204,-0.0395914126482872,-9.23240430313983e-05,0.0172639288117919,"SL18-CC-1-MG11"
"grm4._598",0.0664981005833984,0.00108308514888927,0.0112121191620481,-0.0163877307914151,-0.000862597213032612,-0.00843532476147619,"SL18-CC-2-MG6"
"grm4._599",0.00633941139130782,0.000182501481992098,0.00118790886176149,-0.00950524651002532,-0.000101186642840484,0.0166656102447,"SL18-CC-9-MG3"
"grm4._600",0.149267873984061,0.0014458828295877,0.0252365411008585,-0.0133895680828159,-0.00106825774930079,-0.121663979159812,"SL18-CC-11-MG6"
"grm4._601",-0.105103144044642,-0.000722571299311291,-0.0173904155949601,0.00162963500790435,0.000700603104982282,-0.0175878939462452,"SL18-NL-5-MG3"
"grm4._602",-0.0121226356913606,-0.00284168827598331,-0.00210440195909217,0.00223565954724712,-0.00230600287147517,-0.0582984955272559,"SL18-OI-17-MG3"
"grm4._603",-0.0225298385862542,0.00877273121216389,0.00444008249752792,-0.0342198138972397,0.00103995170153396,-0.0685346331881144,"SL18-OI-18-MG4"
"grm4._604",0.0352369117321941,-0.00214971358941762,0.00664591475132276,-0.000250548634642424,-0.000305660034402741,-0.00543464087331756,"SL18-FW-14-FG1"
"grm4._605",0.0552350004859435,-0.00311984403704581,0.0101481509095447,0.0018464021034871,0.000103343064547667,0.0237104229910878,"SL18-FI-1-FG2"
"grm4._606",0.0848052282453022,-0.0068412428822207,0.0159867218883406,0.0320532473122489,0.00122281592278824,0.0831659572815784,"SA18-CB-1-FG2"
"grm4._607",-0.00778166749055193,-0.000598935679937852,-0.00309703089712569,-0.00670081141155551,0.000428011622477926,-0.0755260344396577,"SL18-NC-15-FG2"
"grm4._608",-0.0565386776637996,0.000674316312609954,-0.0115346247766395,-0.0141894374905095,0.000116928041402634,0.0151767456458964,"SL18-OD-3-FG2"
"grm4._609",0.0258189937844504,-0.00220885929352149,0.00294851624332649,-0.00275544352367059,-0.000443359088738515,0.0679909028976192,"SL18-OI-9-FG2"
"grm4._610",0.183501475869305,-0.00307571142960033,0.0337151842547772,0.0205453248075709,0.00182165072266887,0.0743147205055987,"SL18-OI-15-FG3"
"grm4._611",0.0172846774288963,-0.00105744192806598,0.00179565939344816,-0.00524610639426564,-2.59171022857264e-05,0.00480143621065458,"SL18-BL-18-FG11"
"grm4._612",0.0552532990089083,-0.00268975867903298,0.00965424799467045,0.00446127261788064,0.000234907938910458,0.00334447418247523,"SL18-FI-2-FG1"
"grm4._613",0.0686943382071107,-0.00264384987338366,0.0202371336339473,-0.00413924427980818,-0.000655285278359268,0.094406734244424,"SL18-JS-6-FG2"
"grm4._614",-0.057414087795829,-0.00180061646946871,-0.0132794861049903,0.0132273054149264,0.00124523820872669,0.151712348903028,"SL18-JS-19-FG5"
"grm4._615",-0.00778166749239447,-0.000598935679597465,-0.00309703089711673,-0.00670081141064285,0.000428011622485132,-0.0755260344403116,"SL18-NC-15-FG1"
"grm4._616",0.0307126390463799,-0.00190804249540732,0.00464216882880847,-0.00187477340972389,-3.03003744670834e-05,0.00733803161978624,"SL18-FW-21-FG2"
"grm4._617",0.0307126390469163,-0.00190804249515576,0.00464216882930343,-0.00187477340918544,-3.03003744575915e-05,0.00733803161946139,"SL18-FW-21-FG1"
"grm4._618",2.91962752150996e-13,-1.14748743035365e-14,2.6301740282509e-14,-5.42272398351002e-14,4.20043283582277e-16,3.58401244585734e-13,"SL18-OD-1-MG4"
"grm4._619",-0.056538677661794,0.000674316312265943,-0.0115346247762324,-0.0141894374917764,0.000116928041406917,0.0151767456548475,"SL18-OD-3-FG4"
"grm4._620",5.21841830790351e-13,1.96657441473145e-14,7.86913998000595e-14,-9.18478048717358e-13,-8.36091984563167e-16,2.98895353410968e-13,"SL18-OD-4-FG4"
"grm4._621",9.42217123452179e-14,-5.54037339382804e-15,9.13839252484562e-14,-1.04415648849365e-13,-1.12916258468673e-16,2.46745193941827e-13,"SL19-LR-5-FG1"
"grm4._622",0.0307126390461143,-0.00190804249520181,0.00464216882898234,-0.00187477340930782,-3.0300374454721e-05,0.00733803161907789,"SL18-FW-21-FG4"
"grm4._623",0.0267344096374633,-0.00200874334471383,0.00352687655324996,0.000370179691243935,0.000111853191052948,-0.0141497269610906,"SL18-TI-3-FG4"
"grm4._624",0.0267344096411462,-0.00200874334503032,0.00352687655391702,0.000370179692724287,0.000111853191083466,-0.014149726953145,"SL18-TI-3-FG5"
"grm4._625",0.0267344096335407,-0.00200874334473886,0.00352687655269142,0.000370179691797638,0.000111853190970971,-0.0141497269569679,"SL18-TI-3-FG6"
"grm4._626",9.39937683687271e-14,-5.53303904742118e-15,9.13796051477675e-14,-1.04364633045668e-13,-1.08286063539785e-16,2.4679734242761e-13,"SL19-LR-5-FG2"
"grm4._627",2.90011576601157e-13,-1.68252554843518e-14,7.01673985115854e-14,8.34251693745292e-13,3.3004358280383e-16,4.18591477045566e-13,"SL19-LR-2-MG2"
"grm4._628",0.0180194529866952,0.000971800662132013,0.00389508563825779,-0.0125484215910356,-0.000549094427026601,-0.0321722085626891,"SL18-OD-6-FG2"
"grm4._629",2.93511720102324e-13,-1.68017802302944e-14,7.07142278946922e-14,8.33838275360977e-13,3.73292022108938e-16,4.33425717348706e-13,"SL19-LR-2-FG1"
"grm4._630",-2.94233417719588e-13,4.55493186895921e-15,-8.55690549020102e-14,1.94445141970939e-13,-1.64693231044591e-15,1.85459276922454e-13,"SL18-DB-6-FG1"
"grm4._631",0.055253299007995,-0.00268975867895858,0.00965424799448206,0.00446127262179848,0.000234907938950868,0.00334447417886996,"SL18-FI-2-FG5"
"grm4._632",0.015320011982379,-0.00159832219905457,0.00129926424917175,-0.00272930878119636,-7.43455207528475e-05,0.0141896022361969,"SL18-FW-12-MG5"
"grm4._633",0.055235000479781,-0.00311984403679458,0.0101481509084921,0.00184640210180828,0.000103343064356946,0.0237104229920546,"SL18-FI-1-FG4"
