"","wetWgtPerM","percDryWgt","dryWgtPerM","Ash","AshFDwPM","densityBlades","Indiv"
"grm4._22",0.200630697441693,-0.00821511087500851,0.0252612899643314,-0.0755939491605205,0.000335369041684611,0.0779669152005815,"SL18-OI-16-FG3xSL18-SF-17-MG2"
"grm4._23",0.149988793640231,0.00574732602696373,0.0373732218565048,0.0569044522417003,-0.000890320610884768,0.0493401086937966,"SL18-OI-17-FG1xSL18-SF-13-MG2"
"grm4._24",-0.0180609439959749,-0.0110806527337075,-0.00902782048871448,-0.0543347012072724,-0.00880684422207473,-0.248268694340871,"SL18-OI-17-FG2xSL18-SF-17-MG2"
"grm4._25",0.202904846780434,-0.0010745785043615,0.0366912722317043,0.0138272246083395,0.0018183152820086,0.138690648794995,"SL18-OI-18-FG1xSL18-OI-9-MG3"
"grm4._26",0.164110621588078,-0.00431893169416296,0.0440312078300013,-0.0561201807680794,0.00227680215183815,0.0429001782950083,"SL18-OI-18-FG2xSA18-CB-7-MG1"
"grm4._27",0.028101897555593,0.0175957681408045,0.0155232099151369,-0.0390060762468177,-0.000314632893429018,-0.0560636378793163,"SL18-OI-18-FG2xSL18-LD-10-MG1"
"grm4._28",-0.155615141648132,0.0336613811895674,-0.00906778995317925,-0.0551763633614284,-0.00305651264226098,-0.402119401148625,"SL18-OI-18-FG2xSL18-LD-9-MG1"
"grm4._29",-0.142148371026469,0.00855870218620501,-0.0205303072181267,-0.0998800630070264,0.00126675033651439,0.0207459478160556,"SL18-OI-18-FG2xSL18-NL-2-MG2"
"grm4._30",-0.236269415869602,0.0349053026145587,-0.0264437591826033,-0.0707274540983376,-0.00387307823508202,-0.268349971045763,"SL18-OI-18-FG2xSL18-LD-2-MG3"
"grm4._31",-0.26905476213546,0.0259731553475137,-0.036752771788577,-0.0344068834640614,-0.00144249079691484,-0.473993975801088,"SL18-OI-18-FG3xSL18-LL-9-MG1"
"grm4._32",0.0573318691469468,0.00816911583005211,0.0166307538420234,-0.0322320650328809,0.00152554501725689,0.0715367554637713,"SL18-OI-18-FG3xSL18-OI-7-MG1"
"grm4._33",0.0891363299418959,0.00288477349293107,0.0239440793452055,0.121114464434055,0.00363094864796705,-0.148554952827879,"SL18-OI-18-FG5xSA18-CB-4-MG3"
"grm4._34",-0.265624810425274,0.0468610019139949,-0.00605198161990227,0.0510806628056841,-0.00355126822723479,-0.166591276600822,"SL18-OI-18-FG5xSL18-LD-2-MG1"
"grm4._35",0.223397736727682,0.00660298427671299,0.0679361772870417,0.0404221808421745,0.0057570129342238,0.0512239435904943,"SL18-OI-18-FG5xSL18-SF-15-MG2"
"grm4._36",0.204805258167512,-0.00334028456259025,0.0366377799477568,-0.0711230298749899,0.0014803725131141,0.153004356055792,"SL18-OI-18-FG6xSA18-CB-1-MG2"
"grm4._37",-0.0153614597879787,0.00198223862441761,-0.00161804824302026,-0.214107772486012,-0.00232316564132799,0.0704287122443936,"SL18-OI-18-FG6xSL18-NL-6-MG1"
"grm4._38",-0.345198380041827,0.0177905709814796,-0.0627293837537928,-0.0086043531234394,-0.00205608241512452,-0.489049477805217,"SL18-OI-2-FG2xSL18-LD-1-MG2"
"grm4._39",-0.295216042676355,0.00789713756797849,-0.0626183172628214,-0.0387100729770443,-0.00243532183994049,0.0777549204649266,"SL18-LD-1-FG1xSL18-NL-2-MG2"
"grm4._40",-0.368267037540068,0.00584561743485838,-0.0692001104745949,0.0205681396616628,0.000792287501291598,-0.264348021932967,"SL18-OI-2-FG3xSL18-NL-9-MG1"
"grm4._41",-0.0940375286138673,0.0132816544593609,-0.00731621016871148,-0.0315923119999131,-9.4779071954675e-05,-0.288380801755446,"SL18-OI-2-FG3xSL18-SF-17-MG1"
"grm4._42",-0.0524413652275479,-0.0185188702824365,-0.0236813920810622,-0.0879507191699878,-0.00187002204082378,-0.201036831461886,"SL18-OI-6-FG1xSA18-CB-2-MG1"
"grm4._43",0.0125328855279096,-0.0332535121047046,-0.029708115783035,-0.0441289044669339,-0.00242508783282102,-0.28055685000469,"SL18-OI-6-FG1xSA18-CB-4-MG1"
"grm4._44",-0.0727243379571607,0.00141297497824373,-0.0323536645087103,-0.134317281348226,-0.00906175226002663,-0.156999024934827,"SL18-OI-6-FG1xSL18-LD-13-MG2"
"grm4._45",-0.250012339339654,0.0130415951857985,-0.0511507168099761,-0.0758923927491116,-0.00986257411294287,-0.328631496008294,"SL18-OI-6-FG1xSL18-LD-2-MG1"
