"","bladeLength","bladeMaxWidth","bladeThickness","stipeLength","stipeDiameter","Indiv"
"grm4._154",-0.129367879408818,-0.239456801236025,-0.0109045637424969,-0.341770843697326,-0.149309220509194,"SL18-NC-1"
"grm4._155",-0.42010477579726,-0.422900535388154,-0.0971136557080107,-0.642972228508198,-0.308339620003541,"SL18-NC-5"
"grm4._156",-0.00963379453068519,-0.0716710223303272,0.0731002560163862,-0.238516519826281,-0.0311276385799159,"SL18-JS-6"
"grm4._157",-0.0928942008083734,-0.0664555381999926,-0.0169635945796271,-0.235602985631493,-0.085469356269972,"SL18-JS-5"
"grm4._158",-0.296646013372754,-0.147941619622606,-0.0494398929456014,-0.539675197201708,-0.232988263733493,"SL18-JS-9"
"grm4._159",-0.200558347709391,-0.353146029403451,-0.0523953461228494,-0.276771989958168,-0.194716003546059,"SL18-NC-8"
"grm4._160",0.0455953272741176,0.121478397138637,-0.00342749409199577,-0.0778276861053244,-0.0229191421020206,"SL18-NC-10"
"grm4._161",0.155894709765578,0.284580793092836,0.0260144569546497,-0.132786381243148,-0.0771574210265631,"SL18-NC-9"
"grm4._162",0.011267387105848,0.267889566046275,0.021272652878883,-0.204559690888321,-0.0361870863089146,"SL18-NC-12"
"grm4._163",-0.0954232137247709,-0.297882765586385,0.0480285483681945,-0.376860507812599,-0.19352676119558,"SL18-NL-2"
"grm4._164",-0.35614950936388,-0.392567662156712,-0.0269756914614497,-0.296654660319502,-0.131269969543635,"SL18-NL-3"
"grm4._165",0.0844779337618483,-0.065886688935139,0.117780723065786,-0.32539007536815,-0.047742673954421,"SL18-NL-5"
"grm4._166",0.0226570651571936,0.25524277385949,-0.0121687357395496,-0.346729895880869,0.00178838466792967,"SL18-NL-7"
"grm4._167",0.0526536924885482,0.0253579019428686,-0.0220210709116332,-0.274650394111247,-0.0327381214756984,"SL18-NL-6"
"grm4._168",-0.136310381640305,-0.0525812376108945,0.0429934895070812,-0.148441775664882,-0.0486730829464493,"SL18-NL-9"
"grm4._169",-0.170966868618749,-0.322573718733063,-0.00388721601315108,-0.646456581774374,-0.316266781151502,"SL18-NL-10"
"grm4._170",0.01487836440457,0.0985699852688918,0.0203691686495811,-0.110112520520396,-0.0454809526529586,"SL18-JS-19"
"grm4._171",-0.111238529622718,-0.00274503944564595,0.0151672468236471,-0.312004862819079,-0.109574137541075,"SL18-JS-16"
"grm4._172",-0.0875189883373235,-0.147696588118042,-0.0346383422858275,-0.163944407722521,-0.125556063452312,"SL18-JS-11"
"grm4._173",0.0654584874597163,-0.0400753625665923,0.00934006110120616,0.14419944344359,0.0362671616796734,"SL18-BL-10"
"grm4._174",0.140975251953128,-0.0377448686515925,0.015433871427274,0.216240829423109,0.0556447295927902,"SL18-BL-11"
"grm4._175",0.130177525895303,-0.0211555606833229,0.00352799414538546,0.125371222559693,0.0264944583865194,"SL18-BL-12"
"grm4._176",0.105572048010825,-0.0850113666722219,0.0185039991237837,0.179874739602156,0.0525050501623794,"SL18-BL-13"
"grm4._177",0.0942822275833258,-0.0477073530988234,0.00709380730532744,0.181873944040159,0.0420561895126063,"SL18-BL-14"
"grm4._178",0.111259684937427,-0.0517083301223851,0.00701488411585904,0.178019837827564,0.0330969539059069,"SL18-BL-15"
"grm4._179",0.145653113112342,-0.0268813587888764,0.00893445378659858,0.221183202990467,0.0543114871010837,"SL18-BL-16"
"grm4._180",0.0789132148785977,0.140284306173109,0.030963385039999,-0.0141292279523062,0.0223572328830077,"SL18-CC-10"
"grm4._181",0.198814643482614,0.0245780324542616,0.035170659604018,0.276203076647062,0.145704512328609,"SL18-CC-11"
"grm4._182",-0.00707649405237682,0.352551897216829,-0.000960409943215408,0.197204664972449,0.116165762309608,"SL18-SF-13"
"grm4._183",-0.144726938943758,0.0336746629182341,-0.0378386371693162,-0.248294903725418,-0.0784932135218584,"SL18-OI-2"
"grm4._184",-0.0611679676776073,0.0176460222803561,-0.0135140093677553,0.700426693093273,0.124536901931748,"SL18-OI-14"
"grm4._185",0.0948099256846496,0.00120758914766579,0.00667525635099214,0.0785468682385411,0.0356152412801475,"SL18-PI-1"
