Accession	Female_Parent	Male_Parent	Cross_Type
SL18-OI-S6-FG3	SL18-OI-S6	SL18-OI-S6	self
SL18-OI-S6-FG4	SL18-OI-S6	SL18-OI-S6	self
SL18-OI-S6-FG5	SL18-OI-S6	SL18-OI-S6	self
SL18-OI-S6-FG6	SL18-OI-S6	SL18-OI-S6	self
SL18-OI-S6-MG1	SL18-OI-S6	SL18-OI-S6	self
SL18-OI-S6-MG14	SL18-OI-S6	SL18-OI-S6	self
SL18-OI-S6-MG15	SL18-OI-S6	SL18-OI-S6	self
SL18-OI-S6-MG16	SL18-OI-S6	SL18-OI-S6	self
SL18-OI-S6-MG2	SL18-OI-S6	SL18-OI-S6	self
SL18-OI-S6-MG3	SL18-OI-S6	SL18-OI-S6	self
SL18-OI-S6-MG4	SL18-OI-S6	SL18-OI-S6	self
SL18-OI-S6-MG6	SL18-OI-S6	SL18-OI-S6	self
SL18-OI-S7			
SL18-OI-S7-FG1	SL18-OI-S7	SL18-OI-S7	self
SL18-OI-S7-FG14	SL18-OI-S7	SL18-OI-S7	self
SL18-OI-S7-FG15	SL18-OI-S7	SL18-OI-S7	self
SL18-OI-S7-FG16	SL18-OI-S7	SL18-OI-S7	self
SL18-OI-S7-FG2	SL18-OI-S7	SL18-OI-S7	self
SL18-OI-S7-FG3	SL18-OI-S7	SL18-OI-S7	self
SL18-OI-S7-MG1	SL18-OI-S7	SL18-OI-S7	self
SL18-OI-S7-MG14	SL18-OI-S7	SL18-OI-S7	self
SL18-OI-S7-MG15	SL18-OI-S7	SL18-OI-S7	self
SL18-OI-S7-MG16	SL18-OI-S7	SL18-OI-S7	self
SL18-OI-S7-MG2	SL18-OI-S7	SL18-OI-S7	self
SL18-OI-S7-MG3	SL18-OI-S7	SL18-OI-S7	self
SL18-OI-S7-MG4	SL18-OI-S7	SL18-OI-S7	self
SL18-OI-S8			
SL18-OI-S9			
SL18-OI-S9-FG1	SL18-OI-S9	SL18-OI-S9	self
SL18-OI-S9-FG14	SL18-OI-S9	SL18-OI-S9	self
SL18-OI-S9-FG15	SL18-OI-S9	SL18-OI-S9	self
SL18-OI-S9-FG16	SL18-OI-S9	SL18-OI-S9	self
SL18-OI-S9-FG2	SL18-OI-S9	SL18-OI-S9	self
SL18-OI-S9-FG3	SL18-OI-S9	SL18-OI-S9	self
SL18-OI-S9-FG4	SL18-OI-S9	SL18-OI-S9	self
SL18-OI-S9-FG5	SL18-OI-S9	SL18-OI-S9	self
SL18-OI-S9-FG6	SL18-OI-S9	SL18-OI-S9	self
SL18-OI-S9-MG1	SL18-OI-S9	SL18-OI-S9	self
SL18-OI-S9-MG14	SL18-OI-S9	SL18-OI-S9	self
SL18-OI-S9-MG15	SL18-OI-S9	SL18-OI-S9	self
SL18-OI-S9-MG16	SL18-OI-S9	SL18-OI-S9	self
SL18-OI-S9-MG2	SL18-OI-S9	SL18-OI-S9	self
SL18-OI-S9-MG3	SL18-OI-S9	SL18-OI-S9	self
SL18-OI-S9-MG4	SL18-OI-S9	SL18-OI-S9	self
SL18-PI-MG5			
SL18-PI-S1			
SL18-PI-S1-FG1	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S1-FG10	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S1-FG11	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S1-FG12	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S1-FG2	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S1-FG3	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S1-FG4	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S1-FG5	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S1-FG6	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S1-MG1	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S1-MG10	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S1-MG11	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S1-MG13	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S1-MG14	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S1-MG2	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S1-MG3	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S1-MG4	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S1-MG5	SL18-PI-S1	SL18-PI-S1	self
SL18-PI-S2			
SL18-PI-S3			
SL18-PI-S4			
SL18-SF-S1			
SL18-SF-S10			
SL18-SF-S11			
SL18-SF-S12			
SL18-SF-S13			
SL18-SF-S13-FG1	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S13-FG14	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S13-FG15	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S13-FG16	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S13-FG2	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S13-FG3	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S13-FG4	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S13-FG5	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S13-FG6	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S13-MG1	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S13-MG11	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S13-MG12	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S13-MG13			
SL18-SF-S13-MG14	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S13-MG15	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S13-MG16	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S13-MG2	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S13-MG3	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S13-MG4	SL18-SF-S13	SL18-SF-S13	self
SL18-SF-S14			
SL18-SF-S15			
SL18-SF-S15-FG1	SL18-SF-S15	SL18-SF-S15	self
SL18-SF-S15-FG11	SL18-SF-S15	SL18-SF-S15	self
SL18-SF-S15-FG14	SL18-SF-S15	SL18-SF-S15	self
SL18-SF-S15-FG15	SL18-SF-S15	SL18-SF-S15	self
SL18-SF-S15-FG16	SL18-SF-S15	SL18-SF-S15	self
SL18-SF-S15-FG2	SL18-SF-S15	SL18-SF-S15	self
SL18-SF-S15-FG3	SL18-SF-S15	SL18-SF-S15	self
SL18-SF-S15-FG4	SL18-SF-S15	SL18-SF-S15	self
SL18-SF-S15-FG6	SL18-SF-S15	SL18-SF-S15	self
SL18-SF-S15-MG1	SL18-SF-S15	SL18-SF-S15	self
SL18-SF-S15-MG14	SL18-SF-S15	SL18-SF-S15	self
SL18-SF-S15-MG15	SL18-SF-S15	SL18-SF-S15	self
SL18-SF-S15-MG16	SL18-SF-S15	SL18-SF-S15	self
SL18-SF-S15-MG2	SL18-SF-S15	SL18-SF-S15	self
SL18-SF-S15-MG3	SL18-SF-S15	SL18-SF-S15	self
SL18-SF-S15-MG5	SL18-SF-S15	SL18-SF-S15	self
SL18-SF-S15-MG6	SL18-SF-S15	SL18-SF-S15	self
SL18-SF-S16			
SL18-SF-S17			
SL18-SF-S17-FG1	SL18-SF-S17	SL18-SF-S17	self
SL18-SF-S17-FG14	SL18-SF-S17	SL18-SF-S17	self
SL18-SF-S17-FG15	SL18-SF-S17	SL18-SF-S17	self
SL18-SF-S17-FG16	SL18-SF-S17	SL18-SF-S17	self
SL18-SF-S17-FG2	SL18-SF-S17	SL18-SF-S17	self
SL18-SF-S17-FG3	SL18-SF-S17	SL18-SF-S17	self
SL18-SF-S17-MG1	SL18-SF-S17	SL18-SF-S17	self
SL18-SF-S17-MG14	SL18-SF-S17	SL18-SF-S17	self
SL18-SF-S17-MG15	SL18-SF-S17	SL18-SF-S17	self
SL18-SF-S17-MG16	SL18-SF-S17	SL18-SF-S17	self
SL18-SF-S17-MG2	SL18-SF-S17	SL18-SF-S17	self
SL18-SF-S17-MG3	SL18-SF-S17	SL18-SF-S17	self
SL18-SF-S17-MG5	SL18-SF-S17	SL18-SF-S17	self
SL18-SF-S17-MG6	SL18-SF-S17	SL18-SF-S17	self
SL18-SF-S18			
SL18-SF-S18-FG1	SL18-SF-S18	SL18-SF-S18	self
SL18-SF-S18-FG14	SL18-SF-S18	SL18-SF-S18	self
SL18-SF-S18-FG15	SL18-SF-S18	SL18-SF-S18	self
SL18-SF-S18-FG16	SL18-SF-S18	SL18-SF-S18	self
SL18-SF-S18-FG2	SL18-SF-S18	SL18-SF-S18	self
SL18-SF-S18-FG3	SL18-SF-S18	SL18-SF-S18	self
SL18-SF-S18-FG4	SL18-SF-S18	SL18-SF-S18	self
SL18-SF-S18-MG1	SL18-SF-S18	SL18-SF-S18	self
SL18-SF-S18-MG14	SL18-SF-S18	SL18-SF-S18	self
SL18-SF-S18-MG15	SL18-SF-S18	SL18-SF-S18	self
SL18-SF-S18-MG16	SL18-SF-S18	SL18-SF-S18	self
SL18-SF-S18-MG2	SL18-SF-S18	SL18-SF-S18	self
SL18-SF-S18-MG3	SL18-SF-S18	SL18-SF-S18	self
SL18-SF-S19			
SL18-SF-S19-FG1	SL18-SF-S19	SL18-SF-S19	self
SL18-SF-S19-FG14	SL18-SF-S19	SL18-SF-S19	self
SL18-SF-S19-FG15	SL18-SF-S19	SL18-SF-S19	self
SL18-SF-S19-FG16	SL18-SF-S19	SL18-SF-S19	self
SL18-SF-S19-FG2	SL18-SF-S19	SL18-SF-S19	self
SL18-SF-S19-FG3	SL18-SF-S19	SL18-SF-S19	self
SL18-SF-S19-FG4	SL18-SF-S19	SL18-SF-S19	self
SL18-SF-S19-FG5	SL18-SF-S19	SL18-SF-S19	self
SL18-SF-S19-FG6	SL18-SF-S19	SL18-SF-S19	self
SL18-SF-S19-MG1	SL18-SF-S19	SL18-SF-S19	self
SL18-SF-S19-MG10	SL18-SF-S19	SL18-SF-S19	self
SL18-SF-S19-MG14	SL18-SF-S19	SL18-SF-S19	self
SL18-SF-S19-MG15	SL18-SF-S19	SL18-SF-S19	self
SL18-SF-S19-MG16	SL18-SF-S19	SL18-SF-S19	self
SL18-SF-S19-MG2	SL18-SF-S19	SL18-SF-S19	self
SL18-SF-S19-MG3	SL18-SF-S19	SL18-SF-S19	self
SL18-SF-S19-MG4	SL18-SF-S19	SL18-SF-S19	self
SL18-SF-S2			
SL18-SF-S20			
SL18-SF-S3			
SL18-SF-S4			
SL18-SF-S5			
SL18-SF-S6			
SL18-SF-S7			
SL18-SF-S8			
SL18-SF-S9			
SL18-TI-S1			
SL18-TI-S10			
SL18-TI-S11			
SL18-TI-S12			
SL18-TI-S13			
SL18-TI-S14			
SL18-TI-S15			
SL18-TI-S16			
SL18-TI-S17			
SL18-TI-S18			
SL18-TI-S19			
SL18-TI-S1-FG1	SL18-TI-S1	SL18-TI-S1	self
SL18-TI-S1-FG2	SL18-TI-S1	SL18-TI-S1	self
SL18-TI-S1-FG3	SL18-TI-S1	SL18-TI-S1	self
SL18-TI-S1-FG4	SL18-TI-S1	SL18-TI-S1	self
SL18-TI-S1-FG5	SL18-TI-S1	SL18-TI-S1	self
SL18-TI-S1-FG6	SL18-TI-S1	SL18-TI-S1	self
SL18-TI-S1-MG1	SL18-TI-S1	SL18-TI-S1	self
SL18-TI-S1-MG11	SL18-TI-S1	SL18-TI-S1	self
SL18-TI-S1-MG14	SL18-TI-S1	SL18-TI-S1	self
SL18-TI-S1-MG15	SL18-TI-S1	SL18-TI-S1	self
SL18-TI-S1-MG16	SL18-TI-S1	SL18-TI-S1	self
SL18-TI-S1-MG2	SL18-TI-S1	SL18-TI-S1	self
SL18-TI-S1-MG3	SL18-TI-S1	SL18-TI-S1	self
SL18-TI-S1-MG4	SL18-TI-S1	SL18-TI-S1	self
SL18-TI-S1-MG5	SL18-TI-S1	SL18-TI-S1	self
SL18-TI-S2			
SL18-TI-S20			
SL18-TI-S21			
SL18-TI-S22			
SL18-TI-S23			
SL18-TI-S24			
SL18-TI-S25			
SL18-TI-S26			
SL18-TI-S27			
SL18-TI-S28			
SL18-TI-S29			
SL18-TI-S2-FG1	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S2-FG11	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S2-FG15	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S2-FG16	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S2-FG2	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S2-FG3	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S2-FG4	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S2-FG5	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S2-MG1	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S2-MG11	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S2-MG14	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S2-MG15	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S2-MG16	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S2-MG2	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S2-MG3	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S2-MG4	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S2-MG5	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S2-MG6	SL18-TI-S2	SL18-TI-S2	self
SL18-TI-S3			
SL18-TI-S30			
SL18-TI-S31			
SL18-TI-S3-FG1	SL18-TI-S3	SL18-TI-S3	self
SL18-TI-S3-FG14	SL18-TI-S3	SL18-TI-S3	self
SL18-TI-S3-FG15	SL18-TI-S3	SL18-TI-S3	self
SL18-TI-S3-FG16	SL18-TI-S3	SL18-TI-S3	self
SL18-TI-S3-FG2	SL18-TI-S3	SL18-TI-S3	self
SL18-TI-S3-FG3	SL18-TI-S3	SL18-TI-S3	self
SL18-TI-S3-FG4	SL18-TI-S3	SL18-TI-S3	self
SL18-TI-S3-FG5			
SL18-TI-S3-FG6	SL18-TI-S3	SL18-TI-S3	self
SL18-TI-S3-MG1	SL18-TI-S3	SL18-TI-S3	self
SL18-TI-S3-MG11	SL18-TI-S3	SL18-TI-S3	self
SL18-TI-S3-MG14	SL18-TI-S3	SL18-TI-S3	self
SL18-TI-S3-MG2	SL18-TI-S3	SL18-TI-S3	self
SL18-TI-S3-MG3	SL18-TI-S3	SL18-TI-S3	self
SL18-TI-S4			
SL18-TI-S4-FG1	SL18-TI-S4	SL18-TI-S4	self
SL18-TI-S4-FG14	SL18-TI-S4	SL18-TI-S4	self
SL18-TI-S4-FG2	SL18-TI-S4	SL18-TI-S4	self
SL18-TI-S4-FG3	SL18-TI-S4	SL18-TI-S4	self
SL18-TI-S4-MG1	SL18-TI-S4	SL18-TI-S4	self
SL18-TI-S4-MG2	SL18-TI-S4	SL18-TI-S4	self
SL18-TI-S4-MG3	SL18-TI-S4	SL18-TI-S4	self
SL18-TI-S4-MG5	SL18-TI-S4	SL18-TI-S4	self
SL18-TI-S4-MG6	SL18-TI-S4	SL18-TI-S4	self
SL18-TI-S5			
SL18-TI-S5-FG1	SL18-TI-S5	SL18-TI-S5	self
SL18-TI-S5-FG14	SL18-TI-S5	SL18-TI-S5	self
SL18-TI-S5-FG16	SL18-TI-S5	SL18-TI-S5	self
SL18-TI-S5-FG2	SL18-TI-S5	SL18-TI-S5	self
SL18-TI-S5-FG3	SL18-TI-S5	SL18-TI-S5	self
SL18-TI-S5-MG1	SL18-TI-S5	SL18-TI-S5	self
SL18-TI-S5-MG14	SL18-TI-S5	SL18-TI-S5	self
SL18-TI-S5-MG15	SL18-TI-S5	SL18-TI-S5	self
SL18-TI-S5-MG16	SL18-TI-S5	SL18-TI-S5	self
SL18-TI-S5-MG2	SL18-TI-S5	SL18-TI-S5	self
SL18-TI-S5-MG3	SL18-TI-S5	SL18-TI-S5	self
SL18-TI-S6			
SL18-TI-S6-FG1	SL18-TI-S6	SL18-TI-S6	self
SL18-TI-S6-FG14	SL18-TI-S6	SL18-TI-S6	self
SL18-TI-S6-FG15	SL18-TI-S6	SL18-TI-S6	self
SL18-TI-S6-FG16	SL18-TI-S6	SL18-TI-S6	self
SL18-TI-S6-FG2	SL18-TI-S6	SL18-TI-S6	self
SL18-TI-S6-FG3	SL18-TI-S6	SL18-TI-S6	self
SL18-TI-S6-MG1	SL18-TI-S6	SL18-TI-S6	self
SL18-TI-S6-MG14	SL18-TI-S6	SL18-TI-S6	self
SL18-TI-S6-MG16	SL18-TI-S6	SL18-TI-S6	self
SL18-TI-S6-MG2	SL18-TI-S6	SL18-TI-S6	self
SL18-TI-S6-MG3	SL18-TI-S6	SL18-TI-S6	self
SL18-TI-S7			
SL18-TI-S8			
SL18-TI-S9			
SL18-UCONN-C1	SL18-ME-S1-FG1	SL18-ME-S1-MG1	biparental
SL18-UCONN-C2	SL18-ME-S1-FG1	SL18-ME-S2-MG2	biparental
SL18-UCONN-GF1	SL18-CC-S1		open
SL18-UCONN-GF10			
SL18-UCONN-GF2	SL18-CC-S2		open
SL18-UCONN-GF3	SL18-CC-S3		open
SL18-UCONN-GF4	SL18-CC-S4		open
SL18-UCONN-GF5	SL18-CC-S5		open
SL18-UCONN-GF6			
SL18-UCONN-GF7			
SL18-UCONN-GF8			
SL18-UCONN-GF9			
SL18-UCONN-GM1	SL18-CC-S6		open
SL18-UCONN-GM10			
SL18-UCONN-GM2	SL18-CC-S7		open
SL18-UCONN-GM3	SL18-CC-S8		open
SL18-UCONN-GM4	SL18-CC-S9		open
SL18-UCONN-GM5	SL18-CC-S10		open
SL18-UCONN-GM6			
SL18-UCONN-GM7			
SL18-UCONN-GM8			
SL18-UCONN-GM9			
SL18-UCONN-S1	SA18-CB-S10-FG1	SL18-SF-S19-MG2	biparental
SL18-UCONN-S10	SL18-LD-S10-FG1	SL18-OI-S4-MG1	biparental
SL18-UCONN-S100	SL18-NL-S6-FG1	SL18-OI-S11-MG2	biparental
SL18-UCONN-S1001	SL18-UCONN-GF1	SL18-UCONN-GM1	open
SL18-UCONN-S1002	SL18-UCONN-GF2	SL18-UCONN-GM2	open
SL18-UCONN-S1003	SL18-UCONN-GF3	SL18-UCONN-GM3	open
SL18-UCONN-S1004	SL18-UCONN-GF4	SL18-UCONN-GM4	open
SL18-UCONN-S1005	SL18-UCONN-GF5	SL18-UCONN-GM5	open
SL18-UCONN-S1006	SL18-UCONN-GF1	SL18-UCONN-GM5	open
SL18-UCONN-S1007	SL18-UCONN-GF2	SL18-UCONN-GM1	open
SL18-UCONN-S1008	SL18-UCONN-GF3	SL18-UCONN-GM2	open
SL18-UCONN-S1009	SL18-UCONN-GF4	SL18-UCONN-GM3	open
SL18-UCONN-S101	SL18-NL-S6-FG1	SL18-OI-S14-MG2	biparental
SL18-UCONN-S1010	SL18-UCONN-GF5	SL18-UCONN-GM4	open
SL18-UCONN-S1011	SL18-UCONN-GF1	SL18-UCONN-GM4	open
SL18-UCONN-S1012	SL18-UCONN-GF2	SL18-UCONN-GM5	open
SL18-UCONN-S1013	SL18-UCONN-GF3	SL18-UCONN-GM1	open
SL18-UCONN-S1014	SL18-UCONN-GF4	SL18-UCONN-GM2	open
SL18-UCONN-S1015	SL18-UCONN-GF5	SL18-UCONN-GM3	open
SL18-UCONN-S1016	SL18-UCONN-GF1	SL18-UCONN-GM3	open
SL18-UCONN-S1017	SL18-UCONN-GF2	SL18-UCONN-GM4	open
SL18-UCONN-S1018	SL18-UCONN-GF3	SL18-UCONN-GM5	open
SL18-UCONN-S1019	SL18-UCONN-GF4	SL18-UCONN-GM1	open
SL18-UCONN-S102	SL18-NL-S6-FG1	SL18-OI-S15-MG1	biparental
SL18-UCONN-S1020	SL18-UCONN-GF5	SL18-UCONN-GM2	open
SL18-UCONN-S103	SL18-NL-S6-FG1	SL18-OI-S16-MG1	biparental
SL18-UCONN-S104	SL18-NL-S6-FG1	SL18-SF-S17-MG1	biparental
SL18-UCONN-S105	SL18-NL-S6-FG1	SL18-SF-S19-MG2	biparental
SL18-UCONN-S106	SL18-NL-S6-FG3	SA18-CB-S4-MG3	biparental
SL18-UCONN-S107	SL18-NL-S6-FG3	SL18-LD-S10-MG3	biparental
SL18-UCONN-S108	SL18-NL-S6-FG3	SL18-LD-S5-MG1	biparental
SL18-UCONN-S109	SL18-NL-S6-FG3	SL18-OI-S18-MG1	biparental
SL18-UCONN-S11	SL18-LD-S10-FG2	SA18-CB-S7-MG2	biparental
SL18-UCONN-S110	SL18-NL-S6-FG3	SL18-OI-S4-MG1	biparental
SL18-UCONN-S111	SL18-NL-S6-FG3	SL18-OI-S7-MG1	biparental
SL18-UCONN-S112	SL18-NL-S6-FG3	SL18-OI-S9-MG3	biparental
SL18-UCONN-S113	SL18-NL-S6-FG3	SL18-SF-S13-MG1	biparental
SL18-UCONN-S114	SL18-NL-S7-FG3	SA18-CB-S7-MG3	biparental
SL18-UCONN-S115	SL18-NL-S7-FG3	SL18-LD-S13-MG3	biparental
SL18-UCONN-S116	SL18-NL-S7-FG3	SL18-LD-S1-MG2	biparental
SL18-UCONN-S117	SL18-NL-S7-FG3	SL18-LD-S3-MG2	biparental
SL18-UCONN-S118	SL18-NL-S7-FG3	SL18-LD-S9-MG1	biparental
SL18-UCONN-S119	SL18-NL-S7-FG3	SL18-SF-S17-MG2	biparental
SL18-UCONN-S11-FG1	SL18-UCONN-S11	SL18-UCONN-S11	self
SL18-UCONN-S11-FG2	SL18-UCONN-S11	SL18-UCONN-S11	self
SL18-UCONN-S11-FG3	SL18-UCONN-S11	SL18-UCONN-S11	self
SL18-UCONN-S11-FG4	SL18-UCONN-S11	SL18-UCONN-S11	self
SL18-UCONN-S11-FG5	SL18-UCONN-S11	SL18-UCONN-S11	self
SL18-UCONN-S11-FG6	SL18-UCONN-S11	SL18-UCONN-S11	self
SL18-UCONN-S12	SL18-LD-S10-FG2	SL18-NL-S3-MG2	biparental
SL18-UCONN-S120	SL18-NL-S9-FG2	SA18-CB-S7-MG1	biparental
SL18-UCONN-S121	SL18-NL-S9-FG2	SL18-SF-S19-MG1	biparental
SL18-UCONN-S122	SL18-NL-S9-FG3	SL18-LL-S9-MG3	biparental
SL18-UCONN-S123	SL18-NL-S9-FG3	SL18-SF-S17-MG2	biparental
SL18-UCONN-S124	SL18-OI-S11-FG1	SL18-SF-S15-MG2	biparental
SL18-UCONN-S125	SL18-OI-S15-FG1	SA18-CB-S2-MG3	biparental
SL18-UCONN-S126	SL18-OI-S15-FG1	SL18-LD-S10-MG1	biparental
SL18-UCONN-S127	SL18-OI-S15-FG1	SL18-NL-S5-MG1	biparental
SL18-UCONN-S128	SL18-OI-S15-FG1	SL18-SF-S15-MG1	biparental
SL18-UCONN-S129	SL18-OI-S16-FG1	SA18-CB-S4-MG1	biparental
SL18-UCONN-S13	SL18-LD-S10-FG3	SL18-SF-S19-MG1	biparental
SL18-UCONN-S130	SL18-OI-S16-FG1	SL18-LD-S13-MG3	biparental
SL18-UCONN-S131	SL18-OI-S16-FG1	SL18-LL-S9-MG3	biparental
SL18-UCONN-S132	SL18-OI-S16-FG1	SL18-NL-S2-MG1	biparental
SL18-UCONN-S133	SL18-OI-S16-FG1	SL18-OI-S7-MG1	biparental
SL18-UCONN-S134	SL18-OI-S16-FG2	SA18-CB-S3-MG3	biparental
SL18-UCONN-S135	SL18-OI-S16-FG2	SL18-SF-S19-MG2	biparental
SL18-UCONN-S136	SL18-OI-S16-FG3	SA18-CB-S4-MG3	biparental
SL18-UCONN-S137	SL18-OI-S16-FG3	SA18-CB-S5-MG3	biparental
SL18-UCONN-S138	SL18-OI-S16-FG3	SL18-LD-S10-MG3	biparental
SL18-UCONN-S139	SL18-OI-S16-FG3	SL18-LD-S1-MG2	biparental
SL18-UCONN-S14	SL18-LD-S13-FG2	SL18-LD-S13-MG2	biparental
SL18-UCONN-S140	SL18-OI-S16-FG3	SL18-LD-S3-MG2	biparental
SL18-UCONN-S141	SL18-OI-S16-FG3	SL18-NL-S6-MG1	biparental
SL18-UCONN-S142	SL18-OI-S16-FG3	SL18-SF-S17-MG2	biparental
SL18-UCONN-S142-FG1	SL18-UCONN-S142	SL18-UCONN-S142	self
SL18-UCONN-S142-FG2	SL18-UCONN-S142	SL18-UCONN-S142	self
SL18-UCONN-S142-FG3	SL18-UCONN-S142	SL18-UCONN-S142	self
SL18-UCONN-S142-FG4	SL18-UCONN-S142	SL18-UCONN-S142	self
SL18-UCONN-S142-FG5	SL18-UCONN-S142	SL18-UCONN-S142	self
SL18-UCONN-S142-FG6	SL18-UCONN-S142	SL18-UCONN-S142	self
SL18-UCONN-S142-MG1	SL18-UCONN-S142	SL18-UCONN-S142	self
SL18-UCONN-S142-MG2	SL18-UCONN-S142	SL18-UCONN-S142	self
SL18-UCONN-S142-MG3	SL18-UCONN-S142	SL18-UCONN-S142	self
SL18-UCONN-S142-MG4	SL18-UCONN-S142	SL18-UCONN-S142	self
SL18-UCONN-S142-MG5	SL18-UCONN-S142	SL18-UCONN-S142	self
SL18-UCONN-S142-MG6	SL18-UCONN-S142	SL18-UCONN-S142	self
SL18-UCONN-S143	SL18-OI-S17-FG1	SL18-SF-S13-MG2	biparental
SL18-UCONN-S143-FG1	SL18-UCONN-S143	SL18-UCONN-S143	self
SL18-UCONN-S143-FG2	SL18-UCONN-S143	SL18-UCONN-S143	self
SL18-UCONN-S143-FG3	SL18-UCONN-S143	SL18-UCONN-S143	self
SL18-UCONN-S143-FG4	SL18-UCONN-S143	SL18-UCONN-S143	self
SL18-UCONN-S143-FG5	SL18-UCONN-S143	SL18-UCONN-S143	self
SL18-UCONN-S143-FG6	SL18-UCONN-S143	SL18-UCONN-S143	self
SL18-UCONN-S143-MG1	SL18-UCONN-S143	SL18-UCONN-S143	self
SL18-UCONN-S143-MG2	SL18-UCONN-S143	SL18-UCONN-S143	self
SL18-UCONN-S143-MG3	SL18-UCONN-S143	SL18-UCONN-S143	self
SL18-UCONN-S143-MG4	SL18-UCONN-S143	SL18-UCONN-S143	self
SL18-UCONN-S143-MG5	SL18-UCONN-S143	SL18-UCONN-S143	self
SL18-UCONN-S144	SL18-OI-S17-FG2	SA18-CB-S7-MG2	biparental
SL18-UCONN-S145	SL18-OI-S17-FG2	SL18-SF-S17-MG2	biparental
SL18-UCONN-S146	SL18-OI-S18-FG1	SL18-OI-S9-MG3	biparental
SL18-UCONN-S147	SL18-OI-S18-FG2	SA18-CB-S7-MG1	biparental
SL18-UCONN-S148	SL18-OI-S18-FG2	SL18-LD-S10-MG1	biparental
SL18-UCONN-S149	SL18-OI-S18-FG2	SL18-LD-S9-MG1	biparental
SL18-UCONN-S15	SL18-LD-S1-FG1	SA18-CB-S2-MG2	biparental
SL18-UCONN-S150	SL18-OI-S18-FG2	SL18-NL-S2-MG2	biparental
SL18-UCONN-S151	SL18-OI-S18-FG2	SL18-LD-S2-MG3	biparental
SL18-UCONN-S152	SL18-OI-S18-FG3	SL18-LL-S9-MG1	biparental
SL18-UCONN-S153	SL18-OI-S18-FG3	SL18-OI-S7-MG1	biparental
SL18-UCONN-S154	SL18-OI-S18-FG5	SA18-CB-S4-MG3	biparental
SL18-UCONN-S155	SL18-OI-S18-FG5	SL18-LD-S2-MG1	biparental
SL18-UCONN-S156	SL18-OI-S18-FG5	SL18-NL-S7-MG1	biparental
SL18-UCONN-S157	SL18-OI-S18-FG5	SL18-SF-S15-MG2	biparental
SL18-UCONN-S157-FG1	SL18-UCONN-S157	SL18-UCONN-S157	self
SL18-UCONN-S157-FG2	SL18-UCONN-S157	SL18-UCONN-S157	self
SL18-UCONN-S157-FG3	SL18-UCONN-S157	SL18-UCONN-S157	self
SL18-UCONN-S157-FG4	SL18-UCONN-S157	SL18-UCONN-S157	self
