Accession	Female_Parent	Male_Parent	Cross_Type
SL19-UCONN-S189-FG1	SL19-UCONN-S189	SL19-UCONN-S189	self
SL19-UCONN-S189-FG4	SL19-UCONN-S189	SL19-UCONN-S189	self
SL19-UCONN-S189-FG5	SL19-UCONN-S189	SL19-UCONN-S189	self
SL19-UCONN-S189-FGMixed	SL19-UCONN-S189	SL19-UCONN-S189	self
SL19-UCONN-S189-MG3	SL19-UCONN-S189	SL19-UCONN-S189	self
SL19-UCONN-S189-MG7	SL19-UCONN-S189	SL19-UCONN-S189	self
SL19-UCONN-S189-MG9	SL19-UCONN-S189	SL19-UCONN-S189	self
SL19-UCONN-S189-MGMixed	SL19-UCONN-S189	SL19-UCONN-S189	self
SL19-UCONN-S189-Mixed	SL19-UCONN-S189	SL19-UCONN-S189	self
SL19-UCONN-S19	SL18-SF-S19-FG5	SL18-NC-S8-MG3	biparental
SL19-UCONN-S190	SL18-CC-S12-FG2	SL18-OI-S15-MG2	biparental
SL19-UCONN-S190-FG1	SL19-UCONN-S190	SL19-UCONN-S190	self
SL19-UCONN-S190-FG5	SL19-UCONN-S190	SL19-UCONN-S190	self
SL19-UCONN-S190-FG6	SL19-UCONN-S190	SL19-UCONN-S190	self
SL19-UCONN-S190-FGMixed	SL19-UCONN-S190	SL19-UCONN-S190	self
SL19-UCONN-S190-MG4	SL19-UCONN-S190	SL19-UCONN-S190	self
SL19-UCONN-S190-MG8	SL19-UCONN-S190	SL19-UCONN-S190	self
SL19-UCONN-S190-MG9	SL19-UCONN-S190	SL19-UCONN-S190	self
SL19-UCONN-S191	SL18-SF-S17-FG2	SA18-CB-S1-MG13	biparental
SL19-UCONN-S192	SL18-OD-S10-FG1	SA18-CB-S10-MG3	biparental
SL19-UCONN-S193	SL18-SF-S19-FG4	SL18-NC-S5-MG3	biparental
SL19-UCONN-S194	SL18-JS-S5-FG2	SL18-OI-S9-MG1	biparental
SL19-UCONN-S195	SL18-CC-S7-FG3	SA18-CB-S3-MG3	biparental
SL19-UCONN-S196	SL18-NC-S12-FG3	SA18-CB-S4-MG2	biparental
SL19-UCONN-S197	SL18-NL-S5-FG1	SA18-CB-S7-MG2	biparental
SL19-UCONN-S198	SL18-OI-S15-FG3	SL18-NC-S2-MG3	biparental
SL19-UCONN-S199	SL18-CC-S5-FG1	SL18-OI-S9-MG2	biparental
SL19-UCONN-S2	SL18-SF-S17-FG2	SL18-OI-S4-MG3	biparental
SL19-UCONN-S20	SL18-NC-S10-FG3	SL18-NL-S5-MG2	biparental
SL19-UCONN-S200	SL18-NC-S8-FG3	SL18-OI-S18-MG3	biparental
SL19-UCONN-S201	SL18-CC-S8-FG2	SL18-LD-S9-MG1	biparental
SL19-UCONN-S201-FG1	SL19-UCONN-S201	SL19-UCONN-S201	self
SL19-UCONN-S201-FG2	SL19-UCONN-S201	SL19-UCONN-S201	self
SL19-UCONN-S201-MG1	SL19-UCONN-S201	SL19-UCONN-S201	self
SL19-UCONN-S201-MG2	SL19-UCONN-S201	SL19-UCONN-S201	self
SL19-UCONN-S201-MG3	SL19-UCONN-S201	SL19-UCONN-S201	self
SL19-UCONN-S202	SL18-NC-S8-FG2	SA18-CB-S7-MG1	biparental
SL19-UCONN-S203	SL18-NC-S2-FG2	SL18-JS-S19-MG2	biparental
SL19-UCONN-S204	SL18-CC-S3-FG3	SL18-OD-S10-MG3	biparental
SL19-UCONN-S205	SL18-NL-S3-FG3	SL18-NC-S9-MG2	biparental
SL19-UCONN-S206	SL18-OI-S6-FG3	SL18-CC-S11-MG5	biparental
SL19-UCONN-S206-FG3	SL19-UCONN-S206	SL19-UCONN-S206	self
SL19-UCONN-S206-MG1	SL19-UCONN-S206	SL19-UCONN-S206	self
SL19-UCONN-S206-MG2	SL19-UCONN-S206	SL19-UCONN-S206	self
SL19-UCONN-S207	SL18-CC-S8-FG1	SL18-OI-S7-MG1	biparental
SL19-UCONN-S208	SL18-JS-S5-FG1	SL18-OI-S14-MG1	biparental
SL19-UCONN-S209	SL18-OI-S15-FG1	SL18-SF-S15-MG1	biparental
SL19-UCONN-S21	SL18-NC-S5-FG3	SL18-NL-S3-MG1	biparental
SL19-UCONN-S210	SL18-NC-S10-FG1	SL18-OI-S11-MG4	biparental
SL19-UCONN-S211	SL18-JS-S16-FG1	SL18-CC-S1-MG11	biparental
SL19-UCONN-S212	SL18-NL-S7-FG4	SL18-JS-S5-MG1	biparental
SL19-UCONN-S213	SL18-SF-S17-FG2	SA18-CB-S7-MG2	biparental
SL19-UCONN-S214	SL18-CC-S12-FG2	SL18-JS-S6-MG1	biparental
SL19-UCONN-S215	SL18-CC-S9-FG3	SL18-JS-S9-MG3	biparental
SL19-UCONN-S216	SL18-OI-S15-FG3	SL18-LL-S9-MG4	biparental
SL19-UCONN-S217	SL18-LL-S9-FG5	SA18-CB-S10-MG3	biparental
SL19-UCONN-S218	SL18-OI-S17-FG1	SL18-JS-S5-MG1	biparental
SL19-UCONN-S219	SL18-CC-S5-FG2	SL18-NC-S10-MG2	biparental
SL19-UCONN-S21-FG4	SL19-UCONN-S21	SL19-UCONN-S21	self
SL19-UCONN-S22	SL18-CC-S11-FG3	SL18-OI-S5-MG2	biparental
SL19-UCONN-S220	SL18-OI-S11-FG3	SL18-NC-S2-MG1	biparental
SL19-UCONN-S220A			
SL19-UCONN-S220A-FG1	SL19-UCONN-S220A	SL19-UCONN-S220A	self
SL19-UCONN-S220A-FG12	SL19-UCONN-S220A	SL19-UCONN-S220A	self
SL19-UCONN-S220A-FG13	SL19-UCONN-S220A	SL19-UCONN-S220A	self
SL19-UCONN-S220-FG1	SL19-UCONN-S220	SL19-UCONN-S220	self
SL19-UCONN-S220-FG2	SL19-UCONN-S220	SL19-UCONN-S220	self
SL19-UCONN-S220-FG5	SL19-UCONN-S220	SL19-UCONN-S220	self
SL19-UCONN-S220-MG3	SL19-UCONN-S220	SL19-UCONN-S220	self
SL19-UCONN-S220-MG4	SL19-UCONN-S220	SL19-UCONN-S220	self
SL19-UCONN-S220-MG6	SL19-UCONN-S220	SL19-UCONN-S220	self
SL19-UCONN-S220-Mixed	SL19-UCONN-S220	SL19-UCONN-S220	self
SL19-UCONN-S220R			
SL19-UCONN-S220R-FG1	SL19-UCONN-S220R	SL19-UCONN-S220R	self
SL19-UCONN-S220R-FG12	SL19-UCONN-S220R	SL19-UCONN-S220R	self
SL19-UCONN-S221	SL18-NC-S9-FG2	SL18-JS-S11-MG3	biparental
SL19-UCONN-S222	SL18-CC-S2-FG4	SA18-CB-S10-MG3	biparental
SL19-UCONN-S223	SL18-NC-S5-FG1	SL18-NL-S9-MG3	biparental
SL19-UCONN-S224	SL18-LD-S9-FG4	SL18-OI-S6-MG2	biparental
SL19-UCONN-S225	SL18-LD-S4-FG3	SA18-CB-S4-MG1	biparental
SL19-UCONN-S226	SL18-CC-S3-FG2	SL18-OI-S11-MG3	biparental
SL19-UCONN-S226-FG1	SL19-UCONN-S226	SL19-UCONN-S226	self
SL19-UCONN-S227	SL18-JS-S5-FG2	SA18-CB-S3-MG3	biparental
SL19-UCONN-S227-FG2	SL19-UCONN-S227	SL19-UCONN-S227	self
SL19-UCONN-S227-FG7	SL19-UCONN-S227	SL19-UCONN-S227	self
SL19-UCONN-S227-FG9	SL19-UCONN-S227	SL19-UCONN-S227	self
SL19-UCONN-S227-FGMixed	SL19-UCONN-S227	SL19-UCONN-S227	self
SL19-UCONN-S227-MG1	SL19-UCONN-S227	SL19-UCONN-S227	self
SL19-UCONN-S227-MG3	SL19-UCONN-S227	SL19-UCONN-S227	self
SL19-UCONN-S227-MG4	SL19-UCONN-S227	SL19-UCONN-S227	self
SL19-UCONN-S227-MGMixed	SL19-UCONN-S227	SL19-UCONN-S227	self
SL19-UCONN-S227-Mixed	SL19-UCONN-S227	SL19-UCONN-S227	self
SL19-UCONN-S228	SL18-OI-S9-FG4	SA18-CB-S1-MG12	biparental
SL19-UCONN-S228-FG1	SL19-UCONN-S228	SL19-UCONN-S228	self
SL19-UCONN-S228-FG2	SL19-UCONN-S228	SL19-UCONN-S228	self
SL19-UCONN-S228-FG3	SL19-UCONN-S228	SL19-UCONN-S228	self
SL19-UCONN-S228-MG1	SL19-UCONN-S228	SL19-UCONN-S228	self
SL19-UCONN-S229	SL18-NC-S2-FG3	SL18-OI-S4-MG2	biparental
SL19-UCONN-S23	SL18-CC-S3-FG2	SA18-CB-S4-MG2	biparental
SL19-UCONN-S230	SL18-CC-S3-FG3	SL18-NC-S11-MG3	biparental
SL19-UCONN-S231	SL18-JS-S9-FG2	SL18-LD-S9-MG2	biparental
SL19-UCONN-S231-FG1	SL19-UCONN-S231	SL19-UCONN-S231	self
SL19-UCONN-S231-FG2	SL19-UCONN-S231	SL19-UCONN-S231	self
SL19-UCONN-S231-FG3	SL19-UCONN-S231	SL19-UCONN-S231	self
SL19-UCONN-S232	SL18-NC-S5-FG2	SL18-JS-S11-MG3	biparental
SL19-UCONN-S233	SL18-CC-S8-FG1	SL18-OI-S18-MG3	biparental
SL19-UCONN-S234	SL18-CC-S9-FG3	SL18-JS-S16-MG2	biparental
SL19-UCONN-S235	SL18-CC-S6-FG3	SL18-JS-S9-MG2	biparental
SL19-UCONN-S236	SL18-NC-S11-FG1	SL18-JS-S19-MG1	biparental
SL19-UCONN-S237	SL18-NC-S1-FG3	SL18-NL-S5-MG3	biparental
SL19-UCONN-S238	SL18-JS-S9-FG2	SL18-NC-S15-MG4	biparental
SL19-UCONN-S239	SL18-NC-S9-FG3	SL18-OD-S5-MG2	biparental
SL19-UCONN-S23-FG1	SL19-UCONN-S23	SL19-UCONN-S23	self
SL19-UCONN-S23-FG2	SL19-UCONN-S23	SL19-UCONN-S23	self
SL19-UCONN-S23-FG3	SL19-UCONN-S23	SL19-UCONN-S23	self
SL19-UCONN-S23-FG5	SL19-UCONN-S23	SL19-UCONN-S23	self
SL19-UCONN-S23-MG1	SL19-UCONN-S23	SL19-UCONN-S23	self
SL19-UCONN-S23-MG2	SL19-UCONN-S23	SL19-UCONN-S23	self
SL19-UCONN-S23-MG4	SL19-UCONN-S23	SL19-UCONN-S23	self
SL19-UCONN-S23-MG6	SL19-UCONN-S23	SL19-UCONN-S23	self
SL19-UCONN-S24	SL18-NL-S7-FG4	SA18-CB-S1-MG12	biparental
SL19-UCONN-S240	SL18-CC-S1-FG1	SL18-NC-S15-MG3	biparental
SL19-UCONN-S241	SL18-JS-S9-FG3	SA18-CB-S10-MG1	biparental
SL19-UCONN-S242	SL18-NL-S7-FG4	SL18-CC-S7-MG1	biparental
SL19-UCONN-S243	SL18-JS-S9-FG3	SL18-LD-S13-MG3	biparental
SL19-UCONN-S244	SL18-CC-S1-FG1	SL18-CC-S4-MG11	biparental
SL19-UCONN-S245	SL18-CC-S10-FG5	SA18-CB-S4-MG3	biparental
SL19-UCONN-S246	SL18-CC-S5-FG2	SL18-NC-S9-MG2	biparental
SL19-UCONN-S247	SL18-OI-S2-FG4	SL18-CC-S7-MG1	biparental
SL19-UCONN-S248	SA18-CB-S9-FG1	SL18-JS-S19-MG1	biparental
SL19-UCONN-S249	SL18-NL-S3-FG1	SL18-OD-S3-MG1	biparental
SL19-UCONN-S25	SL18-CC-S5-FG3	SA18-CB-S1-MG12	biparental
SL19-UCONN-S250	SL18-CC-S8-FG2	SL18-NC-S5-MG3	biparental
SL19-UCONN-S251	SL18-JS-S6-FG3	SA18-CB-S5-MG3	biparental
SL19-UCONN-S252	SL18-NL-S2-FG1	SL18-JS-S5-MG3	biparental
SL19-UCONN-S253	SL18-CC-S6-FG1	SL18-JS-S5-MG2	biparental
SL19-UCONN-S254	SL18-CC-S1-FG3	SL18-OI-S7-MG2	biparental
SL19-UCONN-S255	SL18-CC-S6-FG3	SL18-OI-S14-MG2	biparental
SL19-UCONN-S256	SL18-OI-S2-FG4	SL18-OI-S14-MG2	biparental
SL19-UCONN-S257	SL18-NC-S5-FG1	SL18-JS-S5-MG2	biparental
SL19-UCONN-S258	SL18-NC-S12-FG2	SA18-CB-S3-MG1	biparental
SL19-UCONN-S259	SL18-CC-S3-FG3	SL18-OD-S6-MG3	biparental
SL19-UCONN-S259-FG1	SL19-UCONN-S259	SL19-UCONN-S259	self
SL19-UCONN-S259-FG11	SL19-UCONN-S259	SL19-UCONN-S259	self
SL19-UCONN-S259-FG2	SL19-UCONN-S259	SL19-UCONN-S259	self
SL19-UCONN-S259-FG3	SL19-UCONN-S259	SL19-UCONN-S259	self
SL19-UCONN-S259-FG5	SL19-UCONN-S259	SL19-UCONN-S259	self
SL19-UCONN-S259-FG6	SL19-UCONN-S259	SL19-UCONN-S259	self
SL19-UCONN-S259-FGMixed	SL19-UCONN-S259	SL19-UCONN-S259	self
SL19-UCONN-S259-MG1	SL19-UCONN-S259	SL19-UCONN-S259	self
SL19-UCONN-S259-MG12	SL19-UCONN-S259	SL19-UCONN-S259	self
SL19-UCONN-S259-MG14	SL19-UCONN-S259	SL19-UCONN-S259	self
SL19-UCONN-S259-MG2	SL19-UCONN-S259	SL19-UCONN-S259	self
SL19-UCONN-S259-MG3	SL19-UCONN-S259	SL19-UCONN-S259	self
SL19-UCONN-S259-MGMixed	SL19-UCONN-S259	SL19-UCONN-S259	self
SL19-UCONN-S25-FG1	SL19-UCONN-S25	SL19-UCONN-S25	self
SL19-UCONN-S25-FG2	SL19-UCONN-S25	SL19-UCONN-S25	self
SL19-UCONN-S25-FG3	SL19-UCONN-S25	SL19-UCONN-S25	self
SL19-UCONN-S25-FG4	SL19-UCONN-S25	SL19-UCONN-S25	self
SL19-UCONN-S25-FG5	SL19-UCONN-S25	SL19-UCONN-S25	self
SL19-UCONN-S25-FGMixed	SL19-UCONN-S25	SL19-UCONN-S25	self
SL19-UCONN-S25-MG9	SL19-UCONN-S25	SL19-UCONN-S25	self
SL19-UCONN-S26	SL18-CC-S6-FG2	SL18-OI-S14-MG1	biparental
SL19-UCONN-S260	SL18-JS-S19-FG3	SA18-CB-S3-MG2	biparental
SL19-UCONN-S261	SL18-NC-S12-FG2	SL18-NL-S5-MG2	biparental
SL19-UCONN-S262	SL18-NC-S12-FG3	SL18-OI-S7-MG3	biparental
SL19-UCONN-S263	SL18-JS-S5-FG1	SA18-CB-S1-MG12	biparental
SL19-UCONN-S264	SL18-JS-S16-FG3	SA18-CB-S4-MG3	biparental
SL19-UCONN-S265	SL18-OI-S4-FG2	SA18-CB-S7-MG2	biparental
SL19-UCONN-S265-FG1	SL19-UCONN-S265	SL19-UCONN-S265	self
SL19-UCONN-S265-FG2	SL19-UCONN-S265	SL19-UCONN-S265	self
SL19-UCONN-S265-FG3	SL19-UCONN-S265	SL19-UCONN-S265	self
SL19-UCONN-S265-FG4	SL19-UCONN-S265	SL19-UCONN-S265	self
SL19-UCONN-S265-FG7	SL19-UCONN-S265	SL19-UCONN-S265	self
SL19-UCONN-S265-FG9	SL19-UCONN-S265	SL19-UCONN-S265	self
SL19-UCONN-S265-FGMixed	SL19-UCONN-S265	SL19-UCONN-S265	self
SL19-UCONN-S265-MG1	SL19-UCONN-S265	SL19-UCONN-S265	self
SL19-UCONN-S265-MG2	SL19-UCONN-S265	SL19-UCONN-S265	self
SL19-UCONN-S265-MG3	SL19-UCONN-S265	SL19-UCONN-S265	self
SL19-UCONN-S265-MG8	SL19-UCONN-S265	SL19-UCONN-S265	self
SL19-UCONN-S265-MGMixed	SL19-UCONN-S265	SL19-UCONN-S265	self
SL19-UCONN-S265-Mixed	SL19-UCONN-S265	SL19-UCONN-S265	self
SL19-UCONN-S266	SL18-NC-S2-FG2	SA18-CB-S3-MG2	biparental
SL19-UCONN-S267	SL18-NL-S2-FG3	SL18-JS-S16-MG2	biparental
SL19-UCONN-S268	SL18-NC-S1-FG1	SL18-NC-S12-MG3	biparental
SL19-UCONN-S269	SL18-NC-S5-FG1	SL18-OI-S9-MG3	biparental
SL19-UCONN-S27	SL18-JS-S16-FG3	SL18-OD-S5-MG2	biparental
SL19-UCONN-S270	SL18-CC-S8-FG3	SL18-NC-S11-MG3	biparental
SL19-UCONN-S271	SL18-NC-S15-FG3	SL18-CC-S1-MG2	biparental
SL19-UCONN-S272	SL18-SF-S17-FG2	SL18-NC-S12-MG1	biparental
SL19-UCONN-S272-FG1	SL19-UCONN-S272	SL19-UCONN-S272	self
SL19-UCONN-S272-FG4	SL19-UCONN-S272	SL19-UCONN-S272	self
SL19-UCONN-S272-FG5	SL19-UCONN-S272	SL19-UCONN-S272	self
SL19-UCONN-S272-FG8	SL19-UCONN-S272	SL19-UCONN-S272	self
SL19-UCONN-S272-FGMixed	SL19-UCONN-S272	SL19-UCONN-S272	self
SL19-UCONN-S272-MG1	SL19-UCONN-S272	SL19-UCONN-S272	self
SL19-UCONN-S272-MG2	SL19-UCONN-S272	SL19-UCONN-S272	self
SL19-UCONN-S272-MG3	SL19-UCONN-S272	SL19-UCONN-S272	self
SL19-UCONN-S272-MG7	SL19-UCONN-S272	SL19-UCONN-S272	self
SL19-UCONN-S272-MG9	SL19-UCONN-S272	SL19-UCONN-S272	self
SL19-UCONN-S272-Mixed	SL19-UCONN-S272	SL19-UCONN-S272	self
SL19-UCONN-S273	SL18-CC-S5-FG2	SL18-NC-S10-MG2	biparental
SL19-UCONN-S273-FG3	SL19-UCONN-S273	SL19-UCONN-S273	self
SL19-UCONN-S273-FG4	SL19-UCONN-S273	SL19-UCONN-S273	self
SL19-UCONN-S273-FG5	SL19-UCONN-S273	SL19-UCONN-S273	self
SL19-UCONN-S273-FGMixed	SL19-UCONN-S273	SL19-UCONN-S273	self
SL19-UCONN-S273-MG1	SL19-UCONN-S273	SL19-UCONN-S273	self
SL19-UCONN-S273-MG2	SL19-UCONN-S273	SL19-UCONN-S273	self
SL19-UCONN-S273-MG3	SL19-UCONN-S273	SL19-UCONN-S273	self
SL19-UCONN-S274	SL18-NC-S11-FG1	SL18-CC-S1-MG11	biparental
SL19-UCONN-S275	SL18-NL-S3-FG1	SA18-CB-S7-MG2	biparental
SL19-UCONN-S276	SL18-OI-S18-FG1	SL18-OI-S9-MG3	biparental
SL19-UCONN-S277	SL18-LL-S9-FG2	SA18-CB-S5-MG3	biparental
SL19-UCONN-S278	SL18-SF-S17-FG2	SA18-CB-S7-MG3	biparental
SL19-UCONN-S278-FG2	SL19-UCONN-S278	SL19-UCONN-S278	self
SL19-UCONN-S278-FG4	SL19-UCONN-S278	SL19-UCONN-S278	self
SL19-UCONN-S278-FG5	SL19-UCONN-S278	SL19-UCONN-S278	self
SL19-UCONN-S278-FG6	SL19-UCONN-S278	SL19-UCONN-S278	self
SL19-UCONN-S278-FG7	SL19-UCONN-S278	SL19-UCONN-S278	self
SL19-UCONN-S278-MG1	SL19-UCONN-S278	SL19-UCONN-S278	self
SL19-UCONN-S278-MG3	SL19-UCONN-S278	SL19-UCONN-S278	self
SL19-UCONN-S278-Mixed	SL19-UCONN-S278	SL19-UCONN-S278	self
SL19-UCONN-S279	SA18-CB-S4-FG6	SL18-JS-S6-MG3	biparental
SL19-UCONN-S28	SL18-NC-S1-FG1	SL18-OD-S5-MG1	biparental
SL19-UCONN-S280	SL18-NL-S9-FG3	SA18-CB-S7-MG1	biparental
SL19-UCONN-S281	SL18-NL-S9-FG3	SL18-CC-S4-MG11	biparental
SL19-UCONN-S282	SL18-OI-S15-FG1	SL18-SF-S15-MG1	biparental
SL19-UCONN-S283	SL18-CC-S3-FG1	SL18-JS-S11-MG2	biparental
SL19-UCONN-S284	SL18-NL-S9-FG3	SL18-JS-S11-MG2	biparental
SL19-UCONN-S285	SL18-JS-S16-FG1	SL18-NC-S5-MG1	biparental
SL19-UCONN-S286	SL18-NC-S10-FG1	SL18-OI-S11-MG1	biparental
SL19-UCONN-S287	SL18-NC-S2-FG2	SL18-OI-S6-MG2	biparental
SL19-UCONN-S287-FG1	SL19-UCONN-S287	SL19-UCONN-S287	self
SL19-UCONN-S288	SL18-NC-S15-FG1	SL18-CC-S7-MG1	biparental
SL19-UCONN-S289	SL18-CC-S7-FG3	SL18-NC-S10-MG1	biparental
SL19-UCONN-S29	SL18-NC-S1-FG3	SL18-OI-S9-MG1	biparental
SL19-UCONN-S290	SA18-CB-S5-FG6	SL18-CC-S6-MG2	biparental
SL19-UCONN-S291	SL18-BL-S18-FG10	SL18-FW-S12-MG10	biparental
SL19-UCONN-S292	SL18-FW-S14-FG12	SL18-TI-S1-MG1	biparental
SL19-UCONN-S293	SL18-FI-S1-FG11	SL18-FW-S12-MG2	biparental
SL19-UCONN-S294	SL18-BL-S11-FG2	SL18-PI-S1-MG3	biparental
SL19-UCONN-S295	SL18-FI-S1-FG10	SL18-BL-S21-MG11	biparental
SL19-UCONN-S296	SL18-BL-S11-FG2	SL18-FI-S1-MG6	biparental
SL19-UCONN-S297	SL18-BL-S12-FG1	SL18-FI-S2-MG10	biparental
SL19-UCONN-S298	SL18-FW-S14-FG1	SL18-TI-S6-MG1	biparental
SL19-UCONN-S299	SL18-TI-S4-FG2	SL18-BL-S11-MG3	biparental
SL19-UCONN-S3	SL18-JS-S19-FG3	SA18-CB-S10-MG3	biparental
SL19-UCONN-S30	SL18-JS-S19-FG3	SL18-OI-S17-MG1	biparental
SL19-UCONN-S300	SL18-BL-S17-FG3	SL18-PI-S1-MG4	biparental
SL19-UCONN-S301	SL18-FW-S14-FG13	SL18-PI-S1-MG4	biparental
SL19-UCONN-S302	SL18-BL-S12-FG1	SL18-BL-S11-MG2	biparental
SL19-UCONN-S303	SL18-BL-S18-FG10	SL18-FI-S2-MG13	biparental
SL19-UCONN-S304	SL18-BL-S17-FG3	SL18-FW-S21-MG2	biparental
SL19-UCONN-S305	SL18-PI-S1-FG3	SL18-TI-S6-MG3	biparental
SL19-UCONN-S306	SL18-FI-S1-FG11	SL18-TI-S3-MG3	biparental
SL19-UCONN-S307	SL18-PI-S1-FG1	SL18-FW-S21-MG2	biparental
SL19-UCONN-S308	SL18-TI-S4-FG3	SL18-FW-S21-MG3	biparental
SL19-UCONN-S309	SL18-BL-S11-FG1	SL18-FW-S21-MG2	biparental
SL19-UCONN-S31	SL18-OI-S15-FG1	SL18-OI-S4-MG3	biparental
SL19-UCONN-S310	SL18-BL-S21-FG12	SL18-PI-S1-MG1	biparental
SL19-UCONN-S311	SL18-PI-S1-FG1	SL18-BL-S13-MG1	biparental
SL19-UCONN-S312	SL18-FI-S1-FG13	SL18-PI-S1-MG10	biparental
SL19-UCONN-S313	SL18-FW-S14-FG2	SL18-TI-S2-MG1	biparental
SL19-UCONN-S314	SL18-TI-S4-FG3	SL18-PI-S1-MG1	biparental
SL19-UCONN-S315	SL18-BL-S12-FG2	SL18-FI-S2-MG10	biparental
SL19-UCONN-S316	SL18-FW-S14-FG11	SL18-BL-S10-MG1	biparental
SL19-UCONN-S317	SL18-FW-S14-FG11	SL18-TI-S5-MG1	biparental
SL19-UCONN-S318	SL18-FW-S2-FG6	SL18-BL-S11-MG1	biparental
SL19-UCONN-S319	SL18-BL-S14-FG3	SL18-BL-S12-MG1	biparental
SL19-UCONN-S32	SL18-NC-S9-FG2	SL18-OI-S17-MG1	biparental
SL19-UCONN-S320	SL18-FI-S2-FG6	SL18-BL-S12-MG3	biparental
SL19-UCONN-S321	SL18-FW-S14-FG12	SL18-BL-S18-MG10	biparental
SL19-UCONN-S322	SL18-TI-S1-FG4	SL18-PI-S1-MG3	biparental
SL19-UCONN-S323	SL18-BL-S21-FG12	SL18-PI-S1-MG2	biparental
SL19-UCONN-S324	SL18-BL-S11-FG1	SL18-FW-S21-MG2	biparental
SL19-UCONN-S325	SL18-FI-S1-FG11	SL18-BL-S11-MG4	biparental
SL19-UCONN-S326	SL18-FI-S1-FG13	SL18-BL-S17-MG3	biparental
SL19-UCONN-S327	SL18-FW-S12-FG10	SL18-PI-S1-MG11	biparental
SL19-UCONN-S328	SL18-BL-S17-FG3	SL18-FI-S2-MG5	biparental
SL19-UCONN-S329	SL18-FW-S12-FG10	SL18-PI-S1-MG11	biparental
SL19-UCONN-S33	SL18-LL-S9-FG4	SL18-OI-S18-MG3	biparental
SL19-UCONN-S330	SL18-BL-S14-FG3	SL18-TI-S4-MG1	biparental
SL19-UCONN-S331	SL18-FI-S1-FG13	SL18-TI-S3-MG2	biparental
SL19-UCONN-S332	SL18-FW-S14-FG2	SL18-PI-S1-MG10	biparental
SL19-UCONN-S333	SL18-FI-S1-FG3	SL18-TI-S1-MG11	biparental
SL19-UCONN-S334	SL18-FW-S14-FG13	SL18-TI-S1-MG2	biparental
SL19-UCONN-S335	SL18-BL-S17-FG2	SL18-FI-S2-MG13	biparental
SL19-UCONN-S336	SL18-TI-S4-FG3	SL18-FW-S2-MG2	biparental
SL19-UCONN-S337	SL18-FW-S14-FG12	SL18-BL-S10-MG2	biparental
SL19-UCONN-S338	SL18-FI-S1-FG3	SL18-PI-S1-MG2	biparental
SL19-UCONN-S339	SL18-PI-S1-FG6	SL18-TI-S3-MG11	biparental
SL19-UCONN-S34	SL18-OI-S17-FG4	SL18-CC-S7-MG1	biparental
SL19-UCONN-S340	SL18-FI-S1-FG10	SL18-FW-S12-MG2	biparental
SL19-UCONN-S341	SL18-PI-S1-FG3	SL18-TI-S4-MG2	biparental
SL19-UCONN-S342	SL18-FI-S1-FG12	SL18-PI-S1-MG11	biparental
SL19-UCONN-S343	SL18-PI-S1-FG4	SL18-TI-S1-MG3	biparental
SL19-UCONN-S344	SL18-FI-S1-FG3	SL18-TI-S1-MG4	biparental
SL19-UCONN-S345	SL18-FW-S14-FG13	SL18-PI-S1-MG4	biparental
SL19-UCONN-S346	SL18-TI-S4-FG2	SL18-BL-S10-MG2	biparental
SL19-UCONN-S347	SL18-BL-S17-FG2	SL18-FW-S2-MG5	biparental
SL19-UCONN-S348	SL18-TI-S4-FG2	SL18-PI-S1-MG2	biparental
SL19-UCONN-S349	SL18-BL-S11-FG3	SL18-PI-S1-MG1	biparental
SL19-UCONN-S35	SL18-OI-S17-FG1	SL18-OI-S4-MG1	biparental
SL19-UCONN-S350	SL18-PI-S1-FG11	SL18-TI-S3-MG11	biparental
SL19-UCONN-S351	SL18-PI-S1-FG10	SL18-TI-S2-MG3	biparental
SL19-UCONN-S352	SL18-FI-S1-FG12	SL18-FW-S12-MG10	biparental
SL19-UCONN-S353	SL18-FW-S2-FG1	SL18-PI-S1-MG1	biparental
SL19-UCONN-S354	SL18-TI-S2-FG5	SL18-BL-S17-MG2	biparental
SL19-UCONN-S355	SL18-PI-S1-FG1	SL18-BL-S12-MG2	biparental
SL19-UCONN-S355-FG1	SL19-UCONN-S355	SL19-UCONN-S355	self
SL19-UCONN-S355-FG2	SL19-UCONN-S355	SL19-UCONN-S355	self
SL19-UCONN-S355-FG3	SL19-UCONN-S355	SL19-UCONN-S355	self
SL19-UCONN-S355-MG1	SL19-UCONN-S355	SL19-UCONN-S355	self
SL19-UCONN-S355-MG2	SL19-UCONN-S355	SL19-UCONN-S355	self
SL19-UCONN-S355-MG3	SL19-UCONN-S355	SL19-UCONN-S355	self
SL19-UCONN-S356	SL18-FI-S2-FG4	SL18-TI-S2-MG11	biparental
SL19-UCONN-S357	SL18-FW-S14-FG2	SL18-BL-S12-MG3	biparental
SL19-UCONN-S358	SL18-PI-S1-FG3	SL18-TI-S2-MG6	biparental
SL19-UCONN-S359	SL18-BL-S17-FG3	SL18-FW-S2-MG2	biparental
SL19-UCONN-S36	SL18-CC-S8-FG2	SL18-OI-S16-MG2	biparental
SL19-UCONN-S360	SL18-BL-S11-FG3	SL18-TI-S4-MG3	biparental
SL19-UCONN-S361	SL18-FI-S2-FG10	SL18-TI-S3-MG1	biparental
SL19-UCONN-S362	SL18-FW-S12-FG10	SL18-PI-S1-MG3	biparental
