stock_uniquename	LIS-F1-3	SA18-CB-S10-FG1	SA18-CB-S10-MG1	SA18-CB-S10-MG3	SA18-CB-S1-MG12	SA18-CB-S1-MG13	SA18-CB-S1-MG2	SA18-CB-S2-FG3	SA18-CB-S2-MG1	SA18-CB-S2-MG2	SA18-CB-S2-MG3	SA18-CB-S3-MG1	SA18-CB-S3-MG2	SA18-CB-S3-MG3	SA18-CB-S4-FG3	SA18-CB-S4-FG6	SA18-CB-S4-MG1	SA18-CB-S4-MG2	SA18-CB-S4-MG3	SA18-CB-S5-FG1	SA18-CB-S5-FG3	SA18-CB-S5-FG5	SA18-CB-S5-MG3	SA18-CB-S7-FG1	SA18-CB-S7-FG3	SA18-CB-S7-MG1	SA18-CB-S7-MG2	SA18-CB-S7-MG3	SA18-CB-S9-FG1	SL18-BL-S10-FG2	SL18-BL-S10-MG1	SL18-BL-S10-MG2	SL18-BL-S11-FG1	SL18-BL-S11-MG4	SL18-BL-S12-MG1	SL18-BL-S12-MG2	SL18-BL-S12-MG3	SL18-BL-S13-MG1	SL18-BL-S14-FG3	SL18-BL-S14-MG1	SL18-BL-S15-FG1	SL18-BL-S16-FG3	SL18-BL-S16-MG2	SL18-BL-S17-FG3	SL18-BL-S17-MG2	SL18-BL-S17-MG3	SL18-BL-S18-FG10	SL18-BL-S18-MG3	SL18-CC-S12-FG2	SL18-CC-S12-FG3	SL18-CC-S1-FG1	SL18-CC-S1-FG2	SL18-CC-S1-MG3	SL18-CC-S2-FG1	SL18-CC-S3-FG1	SL18-CC-S3-FG2	SL18-CC-S3-FG3	SL18-CC-S3-MG1	SL18-CC-S4-MG11	SL18-CC-S5-FG1	SL18-CC-S5-FG2	SL18-CC-S5-FG3	SL18-CC-S6-FG3	SL18-CC-S6-MG11	SL18-CC-S6-MG2	SL18-CC-S7-MG1	SL18-CC-S7-MG2	SL18-CC-S8-FG1	SL18-CC-S8-MG3	SL18-CC-S9-FG1	SL18-CC-S9-MG4	SL18-CT1-SFG-3	SL18-CT1-SMG-2	SL18-CT1-SMG-3	SL18-FI-S1-FG10	SL18-FI-S1-FG11	SL18-FI-S1-FG12	SL18-FI-S1-FG13	SL18-FI-S1-FG3	SL18-FI-S1-MG10	SL18-FI-S1-MG2	SL18-FI-S2-FG10	SL18-FI-S2-FG11	SL18-FI-S2-FG12	SL18-FI-S2-MG1	SL18-FW-S12-FG10	SL18-FW-S12-MG10	SL18-FW-S12-MG11	SL18-FW-S12-MG2	SL18-FW-S14-FG11	SL18-FW-S14-FG12	SL18-FW-S14-FG13	SL18-FW-S14-FG2	SL18-FW-S21-MG1	SL18-FW-S21-MG2	SL18-FW-S2-MG1	SL18-FW-S2-MG2	SL18-JS-S11-FG4	SL18-JS-S11-MG2	SL18-JS-S11-MG3	SL18-JS-S16-FG1	SL18-JS-S16-FG3	SL18-JS-S16-MG2	SL18-JS-S19-FG2	SL18-JS-S19-FG3	SL18-JS-S19-MG1	SL18-JS-S19-MG2	SL18-JS-S5-FG1	SL18-JS-S5-MG1	SL18-JS-S5-MG2	SL18-JS-S5-MG3	SL18-JS-S6-FG3	SL18-JS-S6-MG1	SL18-JS-S6-MG2	SL18-JS-S6-MG3	SL18-JS-S9-FG2	SL18-JS-S9-FG3	SL18-JS-S9-MG1	SL18-JS-S9-MG2	SL18-LD-S10-FG1	SL18-LD-S10-FG2	SL18-LD-S10-FG3	SL18-LD-S13-FG1	SL18-LD-S13-FG2	SL18-LD-S13-MG2	SL18-LD-S13-MG3	SL18-LD-S1-FG1	SL18-LD-S1-FG2	SL18-LD-S1-MG1	SL18-LD-S1-MG3	SL18-LD-S2-FG2	SL18-LD-S2-FG3	SL18-LD-S2-MG1	SL18-LD-S2-MG2	SL18-LD-S2-MG3	SL18-LD-S3-FG1	SL18-LD-S3-FG2	SL18-LD-S3-FG3	SL18-LD-S3-MG2	SL18-LD-S4-FG3	SL18-LD-S5-FG2	SL18-LD-S9-FG1	SL18-LD-S9-FG2	SL18-LD-S9-FG3	SL18-LD-S9-MG1	SL18-LD-S9-MG2	SL18-LL-S9-FG1	SL18-LL-S9-FG2	SL18-LL-S9-FG3	SL18-LL-S9-MG3	SL18-LL-S9-MG4	SL18-ME-S1-FG1	SL18-ME-S1-MG1	SL18-ME-S1-MG2	SL18-NC-S10-FG1	SL18-NC-S10-FG3	SL18-NC-S10-MG1	SL18-NC-S10-MG3	SL18-NC-S11-FG3	SL18-NC-S11-MG2	SL18-NC-S11-MG3	SL18-NC-S12-FG2	SL18-NC-S12-MG1	SL18-NC-S15-FG3	SL18-NC-S15-MG1	SL18-NC-S15-MG4	SL18-NC-S1-FG3	SL18-NC-S1-MG1	SL18-NC-S2-MG1	SL18-NC-S5-FG2	SL18-NC-S8-FG1	SL18-NC-S8-FG2	SL18-NC-S9-MG2	SL18-NL-S10-FG1	SL18-NL-S10-FG2	SL18-NL-S10-MG2	SL18-NL-S2-FG1	SL18-NL-S2-FG2	SL18-NL-S2-FG3	SL18-NL-S2-MG1	SL18-NL-S2-MG2	SL18-NL-S2-MG3	SL18-NL-S3-FG1	SL18-NL-S3-FG3	SL18-NL-S3-MG1	SL18-NL-S3-MG2	SL18-NL-S5-FG1	SL18-NL-S5-MG1	SL18-NL-S5-MG2	SL18-NL-S6-FG1	SL18-NL-S6-FG2	SL18-NL-S6-FG3	SL18-NL-S6-MG1	SL18-NL-S6-MG2	SL18-NL-S7-FG3	SL18-NL-S7-FG4	SL18-NL-S7-MG1	SL18-NL-S7-MG2	SL18-NL-S9-FG2	SL18-NL-S9-MG1	SL18-NL-S9-MG3	SL18-OD-S10-FG2	SL18-OD-S10-MG3	SL18-OD-S3-MG1	SL18-OD-S3-MG2	SL18-OD-S3-MG3	SL18-OD-S5-FG1	SL18-OD-S5-MG1	SL18-OD-S5-MG2	SL18-OD-S6-MG1	SL18-OD-S6-MG2	SL18-OD-S6-MG3	SL18-OI-S11-FG3	SL18-OI-S11-MG2	SL18-OI-S11-MG4	SL18-OI-S14-MG1	SL18-OI-S14-MG2	SL18-OI-S15-FEMALE	SL18-OI-S15-FG1	SL18-OI-S15-MG1	SL18-OI-S15-MG2	SL18-OI-S16-FG1	SL18-OI-S16-FG3	SL18-OI-S16-MG1	SL18-OI-S16-MG2	SL18-OI-S17-FG1	SL18-OI-S17-FG4	SL18-OI-S17-MG1	SL18-OI-S18-FG1	SL18-OI-S18-FG2	SL18-OI-S18-MG1	SL18-OI-S2-FG2	SL18-OI-S2-FG3	SL18-OI-S2-MG2	SL18-OI-S4-FG3	SL18-OI-S4-MG1	SL18-OI-S4-MG3	SL18-OI-S5-MG2	SL18-OI-S6-FG1	SL18-OI-S6-FG2	SL18-OI-S6-MG2	SL18-OI-S7-FG1	SL18-OI-S7-MG1	SL18-OI-S9-FG1	SL18-OI-S9-MG3	SL18-PI-S1-FG1	SL18-PI-S1-FG10	SL18-PI-S1-FG3	SL18-PI-S1-MG1	SL18-PI-S1-MG11	SL18-PI-S1-MG2	SL18-PI-S1-MG3	SL18-PI-S1-MG4	SL18-SF-S13-FG1	SL18-SF-S13-FG2	SL18-SF-S13-MG1	SL18-SF-S13-MG11	SL18-SF-S13-MG3	SL18-SF-S15-MG1	SL18-SF-S15-MG2	SL18-SF-S17-FG2	SL18-SF-S17-MG1	SL18-SF-S17-MG2	SL18-SF-S17-MG3	SL18-SF-S18-FG1	SL18-SF-S19-MG1	SL18-SF-S19-MG2	SL18-TI-S1-MG2	SL18-TI-S2-MG3	SL18-TI-S3-MG1	SL18-TI-S3-MG11	SL18-TI-S3-MG2	SL18-TI-S4-FG1	SL18-TI-S4-FG2	SL18-TI-S4-FG3	SL18-TI-S4-MG1	SL18-TI-S4-MG3	SL18-TI-S5-MG3
LIS-F1-3	1.71635757787081	-0.160787481489037	-0.232249423985543	-0.200574225840932	-0.126452149044611	-0.104345481954371	-0.0561928375144471	-0.0318677024017981	-0.0461461867399214	-0.080944561691067	-0.121336299581655	-0.15792355589894	-0.0782816485065057	-0.0913151082102099	-0.184906432443741	-0.109248862061466	-0.108007202116174	-0.142717954314336	-0.179494610243833	-0.00765645187964289	-0.124171294706543	-0.0204296593868453	-0.173053042754811	-0.0818064529686594	-0.137379019962166	-0.126401902321424	-0.0627794876396232	-0.207098288647596	-0.0159440523850946	0.245689261677447	0.213081321087723	0.1931971595975	0.218910582113695	0.244593548731394	0.190667567489695	0.189036654761756	0.226701536332457	0.276146085924428	0.223265715693833	0.174516444971502	0.255290713952329	0.297162212492696	0.301598655297487	0.27790653876992	0.303938271674643	0.243166819355242	0.269391233057671	0.249428674937357	-0.157175080782917	-0.122710689896713	-0.127330462427429	-0.134405885137159	-0.181343435240402	-0.112109889873172	-0.119934955205154	-0.162758858160957	-0.145351221774363	-0.24137556073627	-0.203798104430142	-0.196389495186826	-0.16315318282948	-0.153445944703794	-0.0857826893025231	-0.0965250861138852	-0.131167765451192	-0.196961023268183	-0.179608165178113	-0.147621870375024	-0.246893683794652	-0.0990199501980386	-0.199017795070049	0.0659623504837434	0.303649484771265	1.02725208869532	0.160902564493006	0.169057050732391	0.183305745809563	0.139189709718454	0.141413495054168	0.187467164772318	0.190919003967784	0.180818987638097	0.187083370070205	0.249853933653738	0.196688558943319	0.150168782103357	0.160638434454883	0.17760050570369	0.135042248265371	0.174191797095781	0.135389637978575	0.137142927784535	0.10921378499193	0.136326840320646	0.134839107544101	0.160683582118864	0.136379306422883	-0.174276103087234	-0.16931640872493	-0.190766989841207	-0.0466893778184	-0.128776418311134	-0.180954623275278	-0.185625650661498	-0.124562683320641	-0.157097012476642	-0.167616940943076	-0.129998620169967	-0.0817325439480583	-0.179754834392611	-0.133250721899801	-0.168436975166398	-0.193101627800702	-0.182101928958986	-0.158083019124675	-0.118807508820788	-0.15225269198172	-0.201444468387325	-0.225316602569416	-0.0258231732409695	-0.101315402425272	-0.0457229889669992	-0.105687346215644	-0.153681602325689	-0.202168104358484	-0.258870520029298	-0.081632826821097	-0.0222519932978665	0	-0.220717158188302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SA18-CB-S10-FG1	-0.160787481489037	1.66573518094829	0.839737413045143	0.701698360349289	0.214489842567501	0.146273213793216	0.0811702123611595	0.0837665210059064	0.0879511815425325	0.113698902418138	0.242943227036069	0.347221667952346	0.118476573491834	0.108868752598163	0.416745021185263	0.230004061917581	0.16912418253463	0.242901730770553	0.302843433604223	0.0532593390123557	0.41392473405707	0.0638452186375594	0.270758355759033	0.15743782536134	0.276376974468501	0.183309791265767	0.0914943924181122	0.27978797348691	0.0475150634313452	-0.127023729125534	-0.155842231066715	-0.183910408921414	-0.127660322432044	-0.177914285087121	-0.236850917115726	-0.240487753551228	-0.243139330360406	-0.215350842222916	-0.147836572512373	-0.185456454655279	-0.142598962078144	-0.122356620390805	-0.201334085438465	-0.100057821627367	-0.239390317386416	-0.151095124954377	-0.134266120327631	-0.244762018956837	0.0221294178899703	0.0424882450824132	-0.0312165233182528	-0.00179078926489549	-0.0894235220692333	0.0379139204231642	-0.0222645999300062	0.00845961202321866	0.026174706354327	-0.0787218583841689	-0.0576071996850519	-0.0186502229272989	0.0374500965376276	-0.0164303873434108	0.0471588416183919	-0.0711557915822878	-0.0656121981373775	-0.0427816356139496	-0.0713446702138955	0.0630488714703624	-0.0658146269681868	0.0151574551587905	-0.132899054929928	-0.0112678571633411	-0.180660325512337	-0.223664630510563	-0.220221882095331	-0.148881674079082	-0.176882792037951	-0.0511389064690539	-0.0479977261019551	-0.179963910518341	-0.193867778071912	-0.0791959107429906	-0.11502784140726	-0.177939760214101	-0.14695140461395	-0.0981167897230777	-0.10097894158881	-0.0742382108188313	-0.191392832151613	-0.216100519053536	-0.186680703697204	-0.184488677991185	-0.212768584917066	-0.170860294625855	-0.191508250101521	-0.18347115867473	-0.190778849638185	0.0358441311286654	0.0677406178208495	0.0774464776073582	0.0274915528620185	0.0292378811481116	-0.0632627321745404	0.0371883932787104	-0.00942819475862466	0.0369830784172795	-0.0275172036676576	0.0250350806925981	-0.0071927453354571	-0.0191550327969642	-0.0188524551863049	0.0282026826820231	-0.0122426940314461	-0.0819970305409326	-0.0190657751848651	0.0562635062501667	0.0465925248836676	0.00625932980447371	0.00104260735958098	0.00349759059837931	-0.00927957883984113	0.000298363767145296	-0.0134875089743058	-0.0530836856054719	-0.106651564619628	-0.0615396496383239	0.0264324570453747	0.00224814819453645	0	0.00249180682289196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SA18-CB-S10-MG1	-0.232249423985543	0.839737413045143	1.8666525460601	0.852371807235754	0.283558907313181	0.203017708619304	0.103951388505203	0.090694241524427	0.121955407361476	0.159540762261704	0.335682450160313	0.38986734408356	0.18368625873707	0.162571801963834	0.412898927213699	0.217408760554851	0.228889772550135	0.300883453130994	0.386909004012558	0.0476157873236071	0.406792148440726	0.0624639940654495	0.375351769758202	0.167893333360864	0.292894881357995	0.270444906681788	0.145770176813939	0.362916411091449	0.0368940902224423	-0.244440444757395	-0.276475797476533	-0.187743292158957	-0.214896901369733	-0.169881891515403	-0.222299413437258	-0.225519244601217	-0.225074932454733	-0.238470788228017	-0.213255079052629	-0.1331304995055	-0.249110008616428	-0.225986837991007	-0.227577024637612	-0.238981794050316	-0.27057194730344	-0.183623757520931	-0.256118737264818	-0.198775139307722	-0.0471423347393399	-0.0156457319445189	-0.135317612417746	-0.121259143286556	-0.0545547654303308	0.00540154092183401	-0.164156893360179	-0.125198818273372	-0.124301108393147	-0.0406430140658118	-0.037671192275541	-0.101286933250848	-0.0110895299661092	-0.0895634982955315	-0.0577754955909961	-0.0951946204658685	-0.0846974788636068	-0.0588012623078005	-0.0394609432485287	-0.0257063400550571	-0.0265155430432466	-0.0604032262029928	-0.084042803316524	-0.0290712514976908	-0.137088484307154	-0.218803771972827	-0.232038663613372	-0.165678897975228	-0.166437813921139	-0.132022603499603	-0.112146596544588	-0.114983018394533	-0.196435194514357	-0.163632766566339	-0.182196854447634	-0.195569693669399	-0.133243718995589	-0.154253424657826	-0.209888209079647	-0.227232343976879	-0.19770619547192	-0.181831664975066	-0.156472514811753	-0.191216556860808	-0.165134819489252	-0.194539238004514	-0.198192456708889	-0.205554374599009	-0.198890705541536	0.0825693385530393	0.0958959306288135	0.16667702351752	0.017937670118255	0.0468333966432322	0.0354945873876616	0.0593667034010385	-0.0130139076478672	0.124050756446622	0.0503102406133177	0.0516053485437785	0.0403086222837231	0.125646737513069	0.090548198198359	-0.0120382491149225	0.0633452590998771	0.0157503805866577	0.0417023138620918	-0.00301263458567307	0.0293160847936836	0.104243446459476	0.0563500329277442	-0.00208385779755433	-0.0202031264140226	-0.00980752031684475	-0.025699746000896	-0.0801876698936858	-0.0408677848717319	0.0135163985891571	0.0284901979602444	-0.00772960443942119	0	0.054841516709053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SA18-CB-S10-MG3	-0.200574225840932	0.701698360349289	0.852371807235754	1.65452229719082	0.212512342871029	0.16157171598633	0.0865159941484434	0.0658484990109843	0.0942963868938693	0.115710148729725	0.220371711199467	0.317266861865995	0.134751797871806	0.118079180344533	0.314959385772039	0.181429231931489	0.186817257120004	0.256606190638378	0.314196926553864	0.0317010540129498	0.263886271767814	0.0429334051602093	0.278981066053334	0.121460766959077	0.22841926929777	0.200015314074493	0.110553997883493	0.290348574106612	0.0366112927650647	-0.193646251088279	-0.190478985829258	-0.129052666224755	-0.142121903084808	-0.118197828095445	-0.15131331802988	-0.152801609266417	-0.182624738769626	-0.191389235666461	-0.182633484237629	-0.0540742395687127	-0.187795870631719	-0.175012817195829	-0.173884366287817	-0.149501271528274	-0.175480692245056	-0.0956504847256341	-0.174152136916868	-0.192510005937222	-0.0748119011118424	0.0053289485812349	-0.0932162769543072	-0.0970092502821398	-0.0765591026853986	-0.0269041492084814	-0.103165248581977	-0.0860077503203644	-0.0529580284502509	-0.0375393160355074	-0.0193398491869139	-0.0277435284435789	0.0399154752088632	-0.0270868821964258	-0.0173739135328373	-0.0711916835387173	-0.056388769493997	-0.0365114189218654	-0.0539275542065727	0.00624854039936527	-0.0606740074712122	-0.0707853773524542	-0.0271867853791343	-0.0343834511877539	-0.0992354541881715	-0.197855900435336	-0.119811014301882	-0.0962082290701608	-0.0827733417313473	-0.0522783196164039	-0.0592186381229798	-0.0960399837539963	-0.124397921700716	-0.0762834083639234	-0.106596284770666	-0.125176889110747	-0.0975949752609234	-0.0977431216106622	-0.111203324606042	-0.152023034358211	-0.148025179250194	-0.174416602188558	-0.167948046294238	-0.16745556154881	-0.175328166919464	-0.128202784448832	-0.148558195575376	-0.133336422184282	-0.147954996259598	0.0376514554280328	0.0248356130403766	0.0902142146168162	0.00669062961514093	-0.0030195914839424	0.0106221165078667	-0.0194441855370081	-0.0540715565601301	0.0656881383275967	-0.00315635496485885	-0.00167788672621492	-0.00923279858760593	0.0169927421250106	-0.0207740064003595	-0.0445966588760509	0.0145539487432366	-0.0528899866680607	-0.0157017488829908	-0.0276023787839423	-0.0217334430570111	0.0623577953324861	0.0218469961229289	-0.00697839656938427	-0.0176047660506647	-0.0128773528496179	-0.0432177989296198	-0.100090048637946	-0.0903027599440751	-0.038535755890355	0.00687881472115188	-0.00700895033629247	0	0.0355800605552665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SA18-CB-S1-MG12	-0.126452149044611	0.214489842567501	0.283558907313181	0.212512342871029	1.3982296442732	0.17399691856175	0.227067050591003	0.0719174572599389	0.0825669850314369	0.117079392749725	0.25526342639517	0.252894665354006	0.14764254904364	0.126903420079838	0.280510822841617	0.176129109189662	0.166913127847964	0.227543157295766	0.326826284259309	0.0292593426987581	0.240174263692224	0.0341925088720693	0.200236139595088	0.136045706191013	0.244585913301472	0.239017699827312	0.111768400760079	0.322758702962626	0.036908314377896	-0.200434061949692	-0.20086521776255	-0.179718884315302	-0.167439514649381	-0.102493369187147	-0.182178694139663	-0.185666841168148	-0.200399921499219	-0.143823461091839	-0.200330214540152	-0.146312484144862	-0.187497675588165	-0.171392698473603	-0.109543826703865	-0.175258215767892	-0.187756399717253	-0.127890052848768	-0.193819819658853	-0.145412176607579	-0.0105908673861017	-0.0139278531566966	-0.0337643962096561	-0.0176150901352887	0.0240418339629309	0.00100028212080919	-0.0398808156463583	-0.077071526667481	-0.0495153226321108	-0.051797438893658	0.00973694861938917	-0.026630181042176	0.0100433954018043	-0.0248296633477113	-0.00332006351987586	-0.0271791018361691	-0.0151249382416074	-0.0397544767308077	-0.0620069530846839	-0.0332635442959422	0.0565077884440175	-0.019814770102236	-0.0238347560665322	-0.00149139835191682	-0.136125786630399	-0.135603080923958	-0.198941103657392	-0.171454432825972	-0.19008618464567	-0.156880666589173	-0.090015717107707	-0.174448887560003	-0.178025837832191	-0.155849176428191	-0.132366468869241	-0.143824696934028	-0.112766963298628	-0.139573149998662	-0.178467502221415	-0.129944534656475	-0.108064390564416	-0.0899559147400319	-0.111788492637783	-0.0761780548703693	-0.081999027266446	-0.114926307761436	-0.108788101405099	-0.104176155134185	-0.108932411637367	0.0388217784432336	0.0752087855792102	0.0526634388362426	0.0333089202760947	0.0581205711616718	0.0809171028088378	0.0194775865307548	0.0111006363212663	0.0564417776066769	0.0560846688820945	0.0183731006649259	0.0281615199795424	0.0523336238876895	0.0857762159610412	0.0110287788907217	0.0182245636997225	0.00495998403373275	0.0357959061971121	-0.0361882168705028	-0.0180546123061831	0.0379427467397805	-0.0026248612571728	0.000634533540581856	0.0231721979925065	0.00119631589599457	0.0110853459984822	-0.0359400731218436	-0.00714318190243162	0.0159984366866971	0.006582740991585	-0.00373498664022471	0	0.0672341925407219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SA18-CB-S1-MG13	-0.104345481954371	0.146273213793216	0.203017708619304	0.16157171598633	0.17399691856175	0.98337197084241	0.0561455545667215	0.103206747230707	0.117549744592169	0.164468173423398	0.325020592943134	0.139255425373102	0.219684956165656	0.185056720480286	0.191838235613136	0.122126630593707	0.11668178309912	0.165631807050538	0.229886520980809	0.0125074963398012	0.130333381429392	0.0195400603658583	0.114109077852431	0.337518731663678	0.608149424730929	0.536622099025273	0.274773161577032	0.742580541558905	0.0516655768554427	-0.152696297092245	-0.159860239067278	-0.140764608275779	-0.122981832106859	-0.0853994189930873	-0.153087763964951	-0.15444384450635	-0.147125810091781	-0.14591007435638	-0.146638680728857	-0.10630226001547	-0.160793601960141	-0.122155097724288	-0.113410073378412	-0.137974186235122	-0.153206592429399	-0.0960775424382637	-0.16303307386066	-0.14289010727104	-0.0659980522163573	-0.0557833925331549	-0.0406260844584463	-0.0340017078104341	-0.00684323642446699	-0.0133235445725032	-0.0499182658127635	-0.0687472064346352	-0.0457462323336038	-0.0461134807141272	-0.0259690508658781	-0.0580301385837225	-0.0343067928291841	-0.0479219404455362	-0.0299121281412161	-0.0486402885953977	-0.0444045714914219	-0.0609443435739783	-0.0499589198619766	-0.0379359527598384	-0.0319326029061531	-0.0325775516324111	-0.0548743952533921	-0.0211783348923758	-0.116811368459009	-0.114599342944373	-0.178087805721006	-0.126526247107953	-0.125159084189106	-0.109844510481128	-0.083049353359218	-0.108095226331659	-0.123283136395467	-0.107385739428275	-0.111860982420615	-0.112912998209796	-0.100271623143258	-0.0825944232612952	-0.105678616716012	-0.124424820722132	-0.0943365447486209	-0.126073177065443	-0.115608507823619	-0.0759750580985037	-0.0797531599670517	-0.0500348499807982	-0.0945164883259149	-0.0766481354979603	-0.0945446509738421	-0.00944061878993348	0.0212809639881842	0.0411394722535171	0.0126166599391862	0.0104470797760102	-0.011174042312928	-0.0288862871514434	-0.00910607225126903	0.0328176060591209	0.00358664865228001	-0.0292946581562963	0.0106700997371469	-0.00368147271694098	0.00947251020270138	-0.0341521142785146	-0.0169234271231184	-0.0295540905852387	-0.00180395031623706	-0.0222371504279849	-0.0122842020247522	0.0221634185943943	-0.0198146460743801	-0.00383831676120403	-0.0191238380103647	-0.0217410695256888	-0.0167313983174628	-0.0675790318432864	-0.054246951937889	-0.0363483264771488	-0.00234830105178361	-0.00468537164781866	0	0.0110775602306874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
